,complete_SVC,complete_RFC,complete_SVM,complete_SVP,complete_Logistic,complete_Ridge,complete_EN,complete_ET,complete_KNN,complete_XGB,complete_Ada,complete_MLP1,RPPA_SVC,RPPA_RFC,RPPA_SVM,RPPA_SVP,RPPA_Logistic,RPPA_Ridge,RPPA_EN,RPPA_ET,RPPA_KNN,RPPA_XGB,RPPA_Ada,RPPA_MLP1,MIRNA_SVC,MIRNA_RFC,MIRNA_SVM,MIRNA_SVP,MIRNA_Logistic,MIRNA_Ridge,MIRNA_EN,MIRNA_ET,MIRNA_KNN,MIRNA_XGB,MIRNA_Ada,MIRNA_MLP1,PATHWAYS_SVC,PATHWAYS_RFC,PATHWAYS_SVM,PATHWAYS_SVP,PATHWAYS_Logistic,PATHWAYS_Ridge,PATHWAYS_EN,PATHWAYS_ET,PATHWAYS_KNN,PATHWAYS_XGB,PATHWAYS_Ada,PATHWAYS_MLP1,TYPE_SVC,TYPE_RFC,TYPE_SVM,TYPE_SVP,TYPE_Logistic,TYPE_Ridge,TYPE_EN,TYPE_ET,TYPE_KNN,TYPE_XGB,TYPE_Ada,TYPE_MLP1
complete_SVC,0.7499999999999999,0.7648760330578511,0.7642561983471075,0.7613636363636364,0.7681818181818181,0.7307851239669422,0.7729338842975205,0.7605371900826446,0.7533057851239668,0.7743801652892561,0.7665289256198348,0.7576446280991735,0.762603305785124,0.7803719008264463,0.7671487603305784,0.7752066115702478,0.7561983471074379,0.775,0.7652892561983471,0.7549586776859504,0.7719008264462809,0.768388429752066,0.7764462809917355,0.7599173553719007,0.7561983471074379,0.774793388429752,0.7285123966942149,0.7274793388429752,0.73099173553719,0.7163223140495868,0.7685950413223139,0.743801652892562,0.7805785123966942,0.7776859504132231,0.7380165289256199,0.7355371900826446,0.7925619834710742,0.7842975206611571,0.7946280991735536,0.7853305785123967,0.7925619834710742,0.7973140495867768,0.8078512396694213,0.7797520661157024,0.7913223140495868,0.7679752066115701,0.7700413223140495,0.7863636363636364,0.8008264462809918,0.8010330578512397,0.809090909090909,0.809090909090909,0.8014462809917356,0.7997933884297522,0.7907024793388429,0.8014462809917356,0.800206611570248,0.8051652892561982,0.8012396694214876,0.8051652892561982
complete_RFC,,0.7499999999999999,0.7685950413223142,0.7652892561983471,0.7754132231404958,0.7588842975206612,0.7735537190082644,0.7634297520661155,0.7642561983471075,0.7710743801652893,0.7642561983471075,0.7640495867768595,0.7675619834710743,0.7797520661157025,0.7743801652892561,0.7834710743801653,0.7640495867768594,0.7758264462809917,0.7650826446280992,0.7576446280991737,0.7737603305785126,0.7708677685950412,0.7729338842975206,0.768801652892562,0.7646694214876032,0.7696280991735537,0.7386363636363636,0.750413223140496,0.7539256198347106,0.7268595041322314,0.7702479338842976,0.7514462809917355,0.7671487603305784,0.7733471074380166,0.750413223140496,0.7528925619834711,0.7832644628099172,0.7747933884297521,0.7884297520661157,0.7811983471074381,0.7855371900826447,0.7894628099173552,0.8043388429752063,0.7692148760330579,0.7847107438016528,0.7640495867768594,0.7669421487603306,0.7853305785123967,0.7981404958677686,0.7946280991735537,0.8012396694214876,0.8012396694214876,0.7985537190082643,0.8004132231404958,0.7933884297520661,0.7985537190082643,0.7985537190082643,0.7944214876033057,0.7999999999999999,0.7931818181818182
complete_SVM,,,0.6909090909090909,0.7163223140495867,0.7307851239669422,0.6822314049586776,0.7316115702479339,0.7630165289256198,0.7475206611570248,0.7566115702479339,0.7208677685950414,0.7157024793388429,0.7615702479338843,0.775206611570248,0.7204545454545455,0.7235537190082644,0.7357438016528927,0.7223140495867769,0.7479338842975207,0.7524793388429754,0.7382231404958678,0.7502066115702479,0.7301652892561983,0.7241735537190082,0.7541322314049587,0.7599173553719009,0.7072314049586776,0.7233471074380164,0.7219008264462811,0.7084710743801652,0.7588842975206611,0.7440082644628099,0.6719008264462809,0.7394628099173554,0.7260330578512397,0.712190082644628,0.7818181818181817,0.7673553719008265,0.7849173553719008,0.7276859504132231,0.7801652892561984,0.7824380165289255,0.8004132231404958,0.7613636363636365,0.7640495867768595,0.7287190082644628,0.7332644628099173,0.7731404958677686,0.7667355371900826,0.7661157024793388,0.7642561983471073,0.7642561983471073,0.7673553719008265,0.7648760330578511,0.7553719008264462,0.7673553719008265,0.75599173553719,0.7626033057851238,0.7708677685950414,0.7570247933884298
complete_SVP,,,,0.709090909090909,0.7371900826446282,0.7024793388429751,0.7506198347107438,0.7605371900826445,0.7456611570247934,0.7564049586776859,0.7371900826446282,0.7208677685950413,0.759090909090909,0.7735537190082644,0.7349173553719008,0.7330578512396694,0.7367768595041322,0.740909090909091,0.7489669421487604,0.7545454545454545,0.7396694214876033,0.7508264462809916,0.7390495867768595,0.7336776859504133,0.7539256198347106,0.7611570247933884,0.7204545454545455,0.7293388429752066,0.73099173553719,0.7200413223140496,0.7551652892561983,0.740495867768595,0.6867768595041321,0.7489669421487603,0.7349173553719008,0.7208677685950413,0.7830578512396694,0.7667355371900827,0.7863636363636364,0.75,0.7807851239669421,0.7863636363636364,0.7979338842975208,0.7617768595041321,0.7621900826446281,0.7338842975206612,0.75,0.7766528925619834,0.7706611570247934,0.771900826446281,0.768388429752066,0.768388429752066,0.771900826446281,0.7696280991735538,0.7634297520661156,0.771900826446281,0.7584710743801653,0.765702479338843,0.7768595041322314,0.7609504132231405
complete_Logistic,,,,,0.7318181818181817,0.7142561983471074,0.7576446280991735,0.7692148760330578,0.7586776859504132,0.7615702479338843,0.7528925619834711,0.7326446280991735,0.7694214876033059,0.7836776859504132,0.746900826446281,0.7495867768595041,0.7483471074380166,0.7566115702479339,0.7557851239669422,0.7595041322314049,0.7609504132231405,0.7615702479338843,0.7663223140495867,0.7464876033057852,0.7609504132231405,0.7681818181818183,0.7396694214876034,0.7477272727272727,0.7425619834710744,0.7431818181818182,0.7630165289256198,0.7574380165289257,0.712190082644628,0.762809917355372,0.7462809917355373,0.7411157024793388,0.7946280991735536,0.775,0.7993801652892562,0.7677685950413223,0.787809917355372,0.7942148760330578,0.8070247933884298,0.7729338842975206,0.7762396694214876,0.75,0.7621900826446281,0.7845041322314049,0.7780991735537188,0.7768595041322314,0.7754132231404958,0.7754132231404958,0.7787190082644628,0.7760330578512397,0.771694214876033,0.7787190082644628,0.7783057851239669,0.7721074380165289,0.7824380165289256,0.7696280991735538
complete_Ridge,,,,,,0.6636363636363636,0.7252066115702479,0.7528925619834711,0.7318181818181817,0.7464876033057852,0.7086776859504131,0.7008264462809917,0.7330578512396693,0.7475206611570248,0.7076446280991735,0.7130165289256197,0.7210743801652892,0.7171487603305785,0.737603305785124,0.7423553719008263,0.725,0.7411157024793388,0.7268595041322314,0.7123966942148761,0.7384297520661157,0.7512396694214876,0.6855371900826446,0.6958677685950414,0.6950413223140496,0.6861570247933885,0.7456611570247933,0.7293388429752066,0.6450413223140495,0.7295454545454545,0.6981404958677686,0.690702479338843,0.7727272727272727,0.7570247933884298,0.7756198347107438,0.7092975206611569,0.7706611570247934,0.7760330578512398,0.7913223140495868,0.7518595041322313,0.7504132231404957,0.7206611570247934,0.725206611570248,0.7642561983471075,0.7547520661157024,0.7570247933884298,0.7520661157024794,0.7520661157024794,0.7582644628099173,0.7555785123966943,0.7477272727272727,0.7582644628099173,0.7452479338842976,0.7502066115702479,0.7588842975206612,0.7477272727272728
complete_EN,,,,,,,0.7545454545454545,0.7669421487603305,0.7706611570247934,0.7760330578512395,0.7661157024793389,0.7543388429752065,0.768595041322314,0.7836776859504133,0.7648760330578511,0.7716942148760332,0.7632231404958678,0.7663223140495867,0.7636363636363637,0.7667355371900826,0.7789256198347108,0.7694214876033058,0.7778925619834711,0.7611570247933883,0.7725206611570247,0.7772727272727272,0.7638429752066115,0.7683884297520661,0.7673553719008265,0.7685950413223142,0.7855371900826447,0.7671487603305784,0.7743801652892561,0.7785123966942148,0.7568181818181818,0.7615702479338842,0.7956611570247933,0.7861570247933884,0.7969008264462809,0.7816115702479339,0.7867768595041322,0.7942148760330578,0.8043388429752065,0.7830578512396695,0.7960743801652893,0.7704545454545453,0.7772727272727272,0.7909090909090909,0.7960743801652892,0.7927685950413224,0.8006198347107437,0.8006198347107437,0.7935950413223141,0.7956611570247933,0.7855371900826447,0.7935950413223141,0.7987603305785124,0.7962809917355372,0.7979338842975207,0.7954545454545455
complete_ET,,,,,,,,0.75,0.7574380165289255,0.7710743801652892,0.762396694214876,0.7518595041322313,0.7638429752066116,0.7824380165289255,0.7685950413223139,0.7768595041322313,0.759090909090909,0.7679752066115701,0.7595041322314049,0.7547520661157024,0.7688016528925619,0.7741735537190083,0.775413223140496,0.7628099173553718,0.7665289256198347,0.7745867768595042,0.7342975206611569,0.7574380165289256,0.7524793388429751,0.7320247933884299,0.7741735537190083,0.75,0.7725206611570248,0.775206611570248,0.7454545454545455,0.7485537190082645,0.7857438016528926,0.7754132231404959,0.7900826446280991,0.7758264462809917,0.7896694214876032,0.7927685950413224,0.8064049586776859,0.777685950413223,0.7845041322314049,0.7667355371900826,0.7673553719008264,0.7871900826446281,0.7977272727272726,0.7991735537190083,0.8020661157024793,0.8020661157024793,0.7977272727272727,0.8012396694214876,0.7882231404958677,0.7977272727272727,0.7940082644628098,0.7987603305785125,0.8037190082644627,0.7985537190082646
complete_KNN,,,,,,,,,0.7181818181818181,0.759090909090909,0.7502066115702479,0.743595041322314,0.7574380165289256,0.7793388429752066,0.7450413223140495,0.7475206611570246,0.7485537190082645,0.7543388429752067,0.7549586776859505,0.7460743801652893,0.7454545454545454,0.7607438016528926,0.7557851239669421,0.7462809917355371,0.7400826446280991,0.7582644628099173,0.7212809917355372,0.7223140495867768,0.7293388429752066,0.7252066115702479,0.7526859504132231,0.728099173553719,0.7390495867768595,0.7483471074380165,0.7262396694214877,0.7227272727272727,0.7708677685950412,0.762603305785124,0.778305785123967,0.76198347107438,0.7845041322314049,0.7876033057851239,0.8018595041322314,0.7634297520661156,0.7611570247933883,0.7411157024793389,0.7535123966942148,0.7652892561983471,0.777892561983471,0.7828512396694215,0.7760330578512395,0.7760330578512395,0.7774793388429753,0.774793388429752,0.7706611570247933,0.7774793388429753,0.7749999999999999,0.774793388429752,0.7840909090909092,0.7756198347107438
complete_XGB,,,,,,,,,,0.7318181818181818,0.7479338842975206,0.7512396694214877,0.7793388429752065,0.7855371900826447,0.7537190082644628,0.7688016528925619,0.7574380165289256,0.765702479338843,0.7648760330578511,0.7661157024793387,0.7710743801652892,0.7626033057851238,0.7590909090909091,0.7570247933884297,0.7652892561983471,0.7727272727272727,0.7431818181818182,0.753099173553719,0.7450413223140497,0.7454545454545454,0.7617768595041323,0.7549586776859504,0.7037190082644628,0.7568181818181818,0.7512396694214875,0.7475206611570249,0.7776859504132231,0.7667355371900827,0.7880165289256198,0.7650826446280992,0.7859504132231404,0.7898760330578513,0.8057851239669421,0.7663223140495867,0.76900826446281,0.7489669421487604,0.7510330578512396,0.7857438016528925,0.7923553719008265,0.7925619834710744,0.7890495867768597,0.7890495867768597,0.7931818181818182,0.7898760330578514,0.7828512396694215,0.7931818181818182,0.7969008264462809,0.7847107438016528,0.7964876033057852,0.7836776859504132
