,complete_SVC,complete_RFC,complete_SVM,complete_SVP,complete_Logistic,complete_Ridge,complete_EN,complete_ET,complete_KNN,complete_XGB,complete_Ada,complete_MLP1,RPPA_SVC,RPPA_RFC,RPPA_SVM,RPPA_SVP,RPPA_Logistic,RPPA_Ridge,RPPA_EN,RPPA_ET,RPPA_KNN,RPPA_XGB,RPPA_Ada,RPPA_MLP1,MIRNA_SVC,MIRNA_RFC,MIRNA_SVM,MIRNA_SVP,MIRNA_Logistic,MIRNA_Ridge,MIRNA_EN,MIRNA_ET,MIRNA_KNN,MIRNA_XGB,MIRNA_Ada,MIRNA_MLP1,PATHWAYS_SVC,PATHWAYS_RFC,PATHWAYS_SVM,PATHWAYS_SVP,PATHWAYS_Logistic,PATHWAYS_Ridge,PATHWAYS_EN,PATHWAYS_ET,PATHWAYS_KNN,PATHWAYS_XGB,PATHWAYS_Ada,PATHWAYS_MLP1,TYPE_SVC,TYPE_RFC,TYPE_SVM,TYPE_SVP,TYPE_Logistic,TYPE_Ridge,TYPE_EN,TYPE_ET,TYPE_KNN,TYPE_XGB,TYPE_Ada,TYPE_MLP1
MIRNA_EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7181818181818181,0.7365702479338843,0.6921487603305785,0.7595041322314049,0.728305785123967,0.7086776859504132,0.7876033057851239,0.7766528925619834,0.7971074380165288,0.7663223140495867,0.7987603305785124,0.7991735537190083,0.8132231404958677,0.7760330578512395,0.7692148760330578,0.7440082644628099,0.7611570247933883,0.7789256198347108,0.8006198347107437,0.7958677685950413,0.7958677685950413,0.7958677685950413,0.8033057851239669,0.8006198347107437,0.7909090909090909,0.8033057851239669,0.7902892561983471,0.790495867768595,0.8055785123966942,0.787396694214876
MIRNA_ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7045454545454545,0.703099173553719,0.7392561983471075,0.7167355371900825,0.7111570247933884,0.7696280991735537,0.7580578512396694,0.7776859504132231,0.7429752066115702,0.7830578512396695,0.7801652892561983,0.7964876033057852,0.7588842975206612,0.7582644628099173,0.7318181818181818,0.7444214876033058,0.768801652892562,0.7799586776859504,0.7834710743801654,0.7772727272727272,0.7772727272727272,0.7884297520661157,0.778305785123967,0.7789256198347108,0.7884297520661157,0.7646694214876033,0.7694214876033058,0.7894628099173554,0.768801652892562
MIRNA_KNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5727272727272728,0.6983471074380165,0.6295454545454546,0.6491735537190083,0.7190082644628099,0.7078512396694215,0.7555785123966943,0.6884297520661157,0.7696280991735536,0.7549586776859503,0.7909090909090908,0.7076446280991735,0.6913223140495867,0.6983471074380165,0.6921487603305785,0.7347107438016529,0.7068181818181818,0.7163223140495868,0.7010330578512396,0.7010330578512396,0.7105371900826446,0.7047520661157025,0.6873966942148759,0.7105371900826446,0.7163223140495868,0.7006198347107437,0.7169421487603305,0.7004132231404958
MIRNA_XGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6909090909090909,0.7126033057851239,0.7274793388429753,0.7762396694214877,0.7688016528925619,0.7845041322314049,0.7314049586776858,0.7803719008264463,0.7857438016528926,0.8039256198347108,0.7708677685950414,0.7632231404958677,0.7365702479338843,0.734090909090909,0.7795454545454545,0.7886363636363637,0.7865702479338843,0.7859504132231405,0.7859504132231405,0.7892561983471075,0.7865702479338843,0.7729338842975205,0.7892561983471075,0.7729338842975207,0.7836776859504132,0.7948347107438016,0.7758264462809917
MIRNA_Ada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659090909090909,0.6898760330578513,0.7621900826446281,0.7504132231404959,0.7822314049586778,0.7055785123966943,0.7820247933884297,0.7849173553719008,0.8055785123966943,0.7514462809917355,0.7392561983471074,0.7272727272727273,0.7173553719008264,0.7745867768595041,0.7702479338842976,0.7675619834710745,0.7673553719008266,0.7673553719008266,0.7731404958677686,0.7702479338842976,0.7553719008264462,0.7731404958677686,0.7460743801652893,0.7648760330578512,0.7778925619834711,0.7584710743801654
MIRNA_MLP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6363636363636365,0.7530991735537189,0.7423553719008265,0.768801652892562,0.7123966942148761,0.7706611570247933,0.7727272727272727,0.7886363636363637,0.7386363636363635,0.7311983471074379,0.7190082644628099,0.718595041322314,0.7584710743801653,0.7692148760330578,0.7706611570247934,0.7661157024793388,0.7661157024793388,0.7727272727272727,0.7696280991735537,0.7588842975206612,0.7727272727272727,0.7454545454545454,0.7634297520661157,0.7768595041322314,0.7566115702479339
PATHWAYS_SVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7409090909090909,0.7535123966942148,0.7669421487603305,0.7479338842975206,0.7733471074380165,0.7727272727272727,0.7917355371900826,0.7499999999999999,0.7520661157024792,0.7522727272727273,0.7524793388429752,0.7677685950413224,0.8055785123966943,0.803719008264463,0.8061983471074381,0.8061983471074381,0.8064049586776859,0.8057851239669421,0.8010330578512395,0.8064049586776859,0.7969008264462809,0.8018595041322314,0.8099173553719009,0.800206611570248
PATHWAYS_RFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7272727272727272,0.7741735537190082,0.7456611570247935,0.7741735537190082,0.7731404958677686,0.7927685950413224,0.7440082644628099,0.7504132231404959,0.7353305785123967,0.7376033057851239,0.7634297520661157,0.7940082644628099,0.7931818181818182,0.7900826446280991,0.7900826446280991,0.7948347107438017,0.7917355371900827,0.7902892561983471,0.7948347107438017,0.7840909090909091,0.7859504132231405,0.7975206611570248,0.78698347107438
PATHWAYS_SVM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.759090909090909,0.7731404958677686,0.7745867768595041,0.768801652892562,0.7909090909090908,0.76198347107438,0.7743801652892561,0.7632231404958678,0.7739669421487603,0.7679752066115701,0.8103305785123966,0.8080578512396693,0.8076446280991736,0.8076446280991736,0.8101239669421487,0.8074380165289256,0.8037190082644627,0.8101239669421487,0.8099173553719009,0.8020661157024793,0.812603305785124,0.8010330578512397
PATHWAYS_SVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6681818181818182,0.7721074380165288,0.7737603305785123,0.7929752066115702,0.7425619834710744,0.7301652892561984,0.7134297520661156,0.709297520661157,0.7640495867768595,0.7882231404958677,0.7853305785123967,0.7849173553719009,0.7849173553719009,0.7880165289256198,0.784710743801653,0.7805785123966942,0.7880165289256198,0.7628099173553717,0.7809917355371901,0.7931818181818182,0.7760330578512397
PATHWAYS_Logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7545454545454545,0.7681818181818181,0.7749999999999999,0.7661157024793388,0.7824380165289255,0.7638429752066116,0.7762396694214876,0.7650826446280992,0.8080578512396694,0.802892561983471,0.8049586776859504,0.8049586776859504,0.8076446280991736,0.8045454545454545,0.8045454545454547,0.8076446280991736,0.8088842975206612,0.8004132231404959,0.8109504132231405,0.7950413223140496
PATHWAYS_Ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7590909090909091,0.7851239669421488,0.7679752066115701,0.7830578512396694,0.7613636363636364,0.7764462809917355,0.7657024793388428,0.8185950413223141,0.8086776859504132,0.8177685950413224,0.8177685950413224,0.8099173553719009,0.8070247933884298,0.8022727272727271,0.8099173553719009,0.809297520661157,0.8123966942148761,0.8128099173553718,0.8115702479338843
PATHWAYS_EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7772727272727271,0.7892561983471074,0.8020661157024793,0.784504132231405,0.7995867768595041,0.7809917355371899,0.8295454545454545,0.825206611570248,0.8289256198347108,0.8289256198347108,0.8287190082644628,0.8280991735537191,0.8204545454545455,0.8287190082644628,0.8241735537190082,0.8237603305785125,0.8322314049586778,0.8196280991735538
PATHWAYS_ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7318181818181818,0.749586776859504,0.7349173553719008,0.7442148760330578,0.7609504132231405,0.7946280991735537,0.7898760330578514,0.7917355371900826,0.7917355371900826,0.7935950413223141,0.7923553719008265,0.7871900826446281,0.7935950413223141,0.7828512396694214,0.78698347107438,0.7960743801652892,0.7842975206611571
PATHWAYS_KNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7181818181818181,0.7409090909090909,0.7446280991735537,0.7698347107438017,0.7935950413223141,0.7948347107438016,0.7929752066115702,0.7929752066115702,0.799380165289256,0.7925619834710744,0.7855371900826447,0.799380165289256,0.7805785123966943,0.7919421487603305,0.8026859504132231,0.7913223140495868
PATHWAYS_XGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6909090909090909,0.7068181818181818,0.7475206611570249,0.7712809917355372,0.7731404958677686,0.7685950413223139,0.7685950413223139,0.7745867768595041,0.771900826446281,0.7609504132231406,0.7745867768595041,0.7524793388429751,0.7677685950413223,0.7797520661157025,0.7646694214876033
PATHWAYS_Ada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6772727272727272,0.7636363636363637,0.7807851239669421,0.7828512396694216,0.7774793388429753,0.7774793388429753,0.7820247933884298,0.7787190082644628,0.7648760330578512,0.7820247933884298,0.7508264462809917,0.7774793388429753,0.7913223140495868,0.7727272727272728
PATHWAYS_MLP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.740909090909091,0.7946280991735538,0.7911157024793389,0.7917355371900827,0.7917355371900827,0.7975206611570249,0.7938016528925621,0.7925619834710743,0.7975206611570249,0.7931818181818182,0.78698347107438,0.7979338842975208,0.7838842975206612
TYPE_SVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7318181818181818,0.7487603305785123,0.7299586776859505,0.7299586776859505,0.737396694214876,0.7355371900826445,0.7487603305785123,0.737396694214876,0.7334710743801651,0.7367768595041321,0.7446280991735537,0.7384297520661157
TYPE_RFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7363636363636363,0.746900826446281,0.746900826446281,0.7497933884297521,0.7479338842975206,0.7597107438016529,0.7497933884297521,0.7524793388429751,0.7425619834710743,0.7471074380165288,0.7330578512396693
TYPE_SVM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7272727272727273,0.7272727272727273,0.7355371900826445,0.7328512396694215,0.7466942148760329,0.7355371900826445,0.731198347107438,0.734090909090909,0.7427685950413223,0.7357438016528925
TYPE_SVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7272727272727273,0.7355371900826445,0.7328512396694215,0.7466942148760329,0.7355371900826445,0.731198347107438,0.734090909090909,0.7427685950413223,0.7357438016528925
TYPE_Logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7363636363636363,0.734504132231405,0.7497933884297521,0.7363636363636363,0.7400826446280991,0.7404958677685951,0.7481404958677687,0.7394628099173552
TYPE_Ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7318181818181818,0.7477272727272728,0.734504132231405,0.7378099173553718,0.7378099173553719,0.7462809917355372,0.7367768595041322
TYPE_EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7272727272727273,0.7497933884297521,0.7456611570247934,0.7528925619834711,0.7615702479338843,0.7489669421487604
TYPE_ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7363636363636363,0.7400826446280991,0.7404958677685951,0.7481404958677687,0.7394628099173552
TYPE_KNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7045454545454546,0.7384297520661158,0.7489669421487603,0.7409090909090909
TYPE_XGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7272727272727273,0.7369834710743802,0.7318181818181817
TYPE_Ada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.740909090909091,0.7409090909090909
TYPE_MLP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7227272727272727
