,RPPA+SVC,RPPA+RFC,RPPA+SVM,RPPA+Logistic,RPPA+Ridge,RPPA+EN,RPPA+ET,RPPA+KNN,RPPA+XGB,RPPA+Ada,RNA+SVC,RNA+RFC,RNA+SVM,RNA+Logistic,RNA+Ridge,RNA+EN,RNA+ET,RNA+KNN,RNA+XGB,RNA+Ada,MIRNA+SVC,MIRNA+RFC,MIRNA+SVM,MIRNA+Logistic,MIRNA+Ridge,MIRNA+EN,MIRNA+ET,MIRNA+KNN,MIRNA+XGB,MIRNA+Ada,META+SVC,META+RFC,META+SVM,META+Logistic,META+Ridge,META+EN,META+ET,META+KNN,META+XGB,META+Ada,DNA+SVC,DNA+RFC,DNA+SVM,DNA+Logistic,DNA+Ridge,DNA+EN,DNA+ET,DNA+KNN,DNA+XGB,DNA+Ada,PATHWAYS+SVC,PATHWAYS+RFC,PATHWAYS+SVM,PATHWAYS+Logistic,PATHWAYS+Ridge,PATHWAYS+EN,PATHWAYS+ET,PATHWAYS+KNN,PATHWAYS+XGB,PATHWAYS+Ada,TYPE+SVC,TYPE+RFC,TYPE+SVM,TYPE+Logistic,TYPE+Ridge,TYPE+EN,TYPE+ET,TYPE+KNN,TYPE+XGB,TYPE+Ada
Nutlin-3,0.005848733856709228,0.007304257561982322,0.00527747855385438,0.009958262006401772,0.0018868870604763046,0.01117039863701352,0.0039038718408896185,0.0009661637432571079,0.004186635341644823,0.008319307259211992,0.005997929133011371,0.004008356371048012,0.0043979613882021975,0.0036718221931255632,0.0007478621166102142,0.0036134137064283266,0.0044777772783335884,0.001295170426106358,0.004141013433643544,0.0046226530158356375,0.008178494310378943,0.0034381447999999046,0.0029296720851036415,0.004449766672140259,0.0017589269334315947,0.0036956335568080144,0.003270742590415254,0.0012618422967658868,0.005293799906948416,0.004704758384195262,0.008225913257107241,0.0023685358284431103,0.00930037737727536,0.0052013642146033845,0.0009581125890379367,0.005252754025951617,0.0037146143478996806,0.0019579510799367845,0.003861927946920099,0.004909453483802689,0.0061427189045298826,0.005258094303371834,0.0075512012974774875,0.003294564592121135,0.0007591589987039386,0.004843935305649113,0.008532834265418567,0.0016855258605911986,0.004329039445613631,0.0057057011836614425,0.0064274798645105125,0.0030111680423476365,0.007491915255295941,0.00312647045520639,0.0006455662124131015,0.002285336959559967,0.0036910574854565003,0.0019029600965431656,0.004106484195646045,0.0031839135057003184,0.0023998447745359904,0.003935290669932887,0.004777293760746368,0.00515187508052869,0.0011119706706068481,0.0027247333585610775,0.0038638178020103933,0.0022982190396749606,0.005417656398657257,0.003954227793309566
AZD0530,0.0071184529620813295,0.006754415953753397,0.009842690613972385,0.0061842718659045354,0.001048474819136962,0.007563871649464176,0.005960119177621654,0.002283545143854918,0.01031627538186866,0.004226188712967419,0.004097846868291257,0.004709452889857798,0.0034714637116663215,0.0046828927243350756,0.0008964719044801229,0.008130440367656358,0.0039364576807020225,0.009579374711039854,0.0024329996351264553,0.006788263632072589,0.0061071934254765025,0.0035097726250171587,0.004796666029247989,0.007168821051326729,0.0035009530586630044,0.009368827637277737,0.003373574575050263,0.00307254917690944,0.005065782205638363,0.0017856838358606796,0.005032451904170583,0.0029037526633306963,0.004181021309479655,0.0021054063638697193,0.0008972195604975711,0.004236464176063587,0.0028318900119571615,0.001870949630796177,0.0052611461528207825,0.00338597526501932,0.005699330494331826,0.003579502706332494,0.007275880353459745,0.0036419804633389665,0.0004478404911179204,0.0047288987756914005,0.0036488948937938095,0.002294718861343508,0.00320050832513249,0.005155010939894112,0.0038940991717783665,0.002805759879670628,0.004861586443471707,0.003163856012066778,0.0007887358129135294,0.003978440090129799,0.005711203786902676,0.0029129632500308708,0.0023583039816791936,0.003114388592644526,0.00406268128533394,0.004964777790687009,0.003662472659169476,0.0054494152717804445,0.0006500102710518384,0.003198341322465291,0.003910448966458693,0.002129620086617102,0.005172657372465993,0.00386645134931666
PF2341066,0.009177685999246947,0.004592022131103087,0.00881855506828902,0.006131804348473808,0.0012507536255448905,0.006816343815553619,0.006029372342983195,0.0056342917971301445,0.004347225502830556,0.003636824107799714,0.007506251877469829,0.007630037577325243,0.004568983541917344,0.007491638092058968,0.0005137120120612469,0.008837142020495254,0.008212585743078187,0.003339290592484389,0.005187500702862098,0.003191300548140238,0.005031590036360054,0.0049051619343330214,0.002470423858014512,0.0026332897874900524,0.00059862552654399,0.003389857800696484,0.0039873808915855515,0.0012820812222192296,0.006829982825573243,0.00207321345577069,0.002703140106166163,0.0025930430374841817,0.011802469916328988,0.0015690923286266094,0.0012931087424587439,0.0009064766969717408,0.0031395070245669476,0.0012173204820260766,0.005763572096356964,0.006199899755651585,0.005996779130487861,0.005656851411485068,0.004732955235862818,0.0038091776313329017,0.0006713492375261274,0.008782933825491376,0.0023275211257992364,0.0012974680682173564,0.004291197929449274,0.001997515523109021,0.004749826189816333,0.007789379546861413,0.00755201288462433,0.004654579123098697,0.0005899162053437466,0.002624572616461752,0.005681409242069326,0.0016957260352336307,0.011100634629509427,0.0036315592112627125,0.00880348218009395,0.006652646996683195,0.007673212862732803,0.008388597466606546,0.0023821657949014106,0.0072332236864887205,0.007310908520970627,0.002913576306846754,0.004802811612285353,0.009897874692445272
L-685458,0.005795476217491864,0.00476840155373205,0.004267021271210349,0.004486814313037221,0.0010975691478373939,0.005194343096190578,0.008697970843292222,0.003894233435169624,0.00857230861207333,0.007694424401304545,0.00467986984098643,0.0034542200994243616,0.004550302649406635,0.006344327873947257,0.0027862684706901984,0.005213647943375698,0.0076183351132693596,0.002182318841586803,0.0067206052762248236,0.00529342203779739,0.004003625962214308,0.008261040975371945,0.003363398811211697,0.0036523056114432556,0.0004853089946167995,0.004673757019686221,0.004046162712445008,0.002008767344877779,0.007996065756179511,0.008829025107515029,0.003776326348472299,0.004789853116657349,0.007463021363628029,0.004618350921311834,0.0007686584917407205,0.008692589553622405,0.004543068317867093,0.0020568930725760074,0.0030035656602080607,0.0027833576201561562,0.00437127294347771,0.006693870896598395,0.005286078313169841,0.0038446485605004347,0.0005617963362775769,0.006694054734488401,0.003289016785230396,0.002224229512443892,0.005118852461456279,0.005698092756631446,0.0036450415197801164,0.0020874069080259483,0.003996850771666428,0.004959093835838627,0.0006600923346724473,0.003519526993725681,0.004055188663149412,0.0015387123439343524,0.002196569011102073,0.005995241407517305,0.004021436637923015,0.0016794042828201965,0.0029728322081027086,0.004740156133857355,0.0007100641122060704,0.004536632199068305,0.0033128587673162176,0.0019984451207917366,0.0034554820320070218,0.0029133101374383837
ZD-6474,0.008971211938058884,0.006568539744379048,0.004015629295277292,0.007605804482778243,0.002138190176877082,0.008472754202498252,0.006256753721709555,0.003074716648531396,0.01260642129790203,0.005404254471903951,0.00384293632329522,0.004512053026481516,0.007183482505338074,0.008011854714697625,0.003079639870238269,0.007417219755509114,0.005445831588175903,0.002166262120125406,0.00501768131124822,0.009823597044545874,0.0032773961248633594,0.003208080630823596,0.003097364025552084,0.00298079674163313,0.002316138186243936,0.0041248830762756475,0.0031643678830279706,0.001281272689481904,0.004702777655142246,0.009774718957870472,0.0035417200124083785,0.002475754745919907,0.01117592863686214,0.004654939270109598,0.0007596898732467562,0.004484160932517646,0.005407239074145165,0.001766759053060171,0.0034422714777494734,0.004692663299984737,0.004534427741903099,0.004434645427929725,0.009172962821831375,0.0026690865589656825,0.001168589327849126,0.00444400959308265,0.004104371058065752,0.0013009707066574648,0.0052312186123681,0.005883947713328982,0.006516789874587907,0.0025997484105891276,0.0034303570220272665,0.004113511844879688,0.002436068282090123,0.002927309324009492,0.005291351532102768,0.006635395986433376,0.0041073310884681,0.0029702882742440803,0.003499394953243785,0.0028341748251093962,0.0036112266128666822,0.0027283861261949032,0.0006268222759550248,0.0031405954624006485,0.002548510150660748,0.0024693917444684513,0.003401205081466587,0.0028304259537804545
Sorafenib,0.002334191846077502,0.0065933939768481505,0.007131325262929997,0.0027959551765427554,0.0013526218286995864,0.0027625351699123732,0.005645220500877332,0.0015879577062901736,0.004126318356790779,0.006451165095008988,0.004589908360031663,0.006557543816955662,0.006588564431596609,0.006603082547518274,0.0027600566747159735,0.00813786598478355,0.00626647557103699,0.0016053179101778506,0.00944002438310151,0.0057162488622538345,0.003249611994690764,0.003173949806715474,0.003642317358004486,0.003828797123561695,0.0004927660297325949,0.004334263717643551,0.005501422299065319,0.002181159368261956,0.004132446178009466,0.009052598669125183,0.0036299703934012948,0.004510465612711494,0.002184914347654451,0.0024167140095846316,0.0008127039244718843,0.005037614208722322,0.0037603961215316372,0.006000258391469151,0.005782873918749649,0.002184963145770764,0.01027080422960048,0.002798629815038698,0.008940417084466851,0.003881536207413368,0.0007128039950707649,0.003724176106145433,0.003983723959548976,0.0009982629055391762,0.005368514433537793,0.0037978993834472,0.005726344235853575,0.003607020589342185,0.004448624093140346,0.0038303062219626617,0.0007512951777836773,0.003955522407217224,0.003166446115604264,0.0025604902066089395,0.004414446368244458,0.0031916335318539777,0.004311082803488633,0.008034328605268442,0.0023936959189833893,0.008005407655263468,0.0006963572012729504,0.0061937191688241485,0.008842808415931729,0.002405726633400587,0.004364709628659729,0.010066635974792385
LBW242,0.013143739425621474,0.004173508336752962,0.006689660514225988,0.002393157466397056,0.0008346494740969657,0.004789337076808302,0.004585140927901301,0.0035766947864685644,0.004531396000167397,0.008487713069120722,0.01268253259527597,0.0018019221629359896,0.004112723867380549,0.004497211509157087,0.0028416137651584954,0.0032731445444123,0.003640262168847836,0.0023341684059779047,0.005417620739536196,0.0031327975010814915,0.013248621526292144,0.0035829599016234644,0.0033403589512063484,0.002215232949496171,0.0016650286362245035,0.003898744931324071,0.002626253704927105,0.0026251927278612016,0.002603485062843135,0.0061240488962888435,0.009650861127356374,0.0023181938368069233,0.006835212207312766,0.0029516219710792385,0.0007278795977637854,0.002222244283645559,0.004389420906936369,0.001002915985245273,0.003648912587516595,0.004090426705758115,0.009863210664774882,0.0021394704844747824,0.0073284165779693225,0.004553997901209543,0.0020957621882730618,0.002370537948528346,0.0030579456239282544,0.0021111528362781277,0.0029590231234938816,0.00459663746510245,0.010535642919196382,0.0027504171800142967,0.00986377128484289,0.00373498166419086,0.001219814647872501,0.0029866869848543384,0.0022440770030956432,0.0018004442350527767,0.004183540779643519,0.003917292833686994,0.012646000892265473,0.0039094608360844335,0.00973076915272128,0.004411799378535784,0.0011604485975329796,0.005168522729987218,0.0029772557538312373,0.0021728840919449026,0.00766435927448644,0.0035214284063338837
PD-0332991,0.007569409998614535,0.005989045063926407,0.002150522827622172,0.0043438348476863755,0.0008615135276902597,0.0036104223450693054,0.0072246618658240655,0.0017367511168363025,0.010544640283375213,0.008663931330412373,0.006030450671042246,0.008575760441047279,0.003620464531595752,0.003075274275639708,0.0006117783782925289,0.003922823809910001,0.010404617957703194,0.004288924946557226,0.00258449988509248,0.007943944953214124,0.003725608940236618,0.0023972720670274255,0.0016279441460852755,0.007171263454411256,0.0005370567696224348,0.006833330426649981,0.004215075728275279,0.00519313236429273,0.004128919717967247,0.008303582345245352,0.006239111482740256,0.006290231565037617,0.006445236483822753,0.0063503450842198,0.002651586257038084,0.009961614578330885,0.007834631620486273,0.0019171751797360953,0.00824657629667745,0.007921055457233947,0.0037887276043384317,0.002940273495783204,0.006866266551041616,0.00314264793210247,0.0007942176433412651,0.004896629239010867,0.00344486766166215,0.001501107178506791,0.006990491204219584,0.0035750682000818003,0.0035416058250446396,0.0036101131578607113,0.003637401096346702,0.001692806217591554,0.001111886130862824,0.0029851176634909425,0.005118183490500774,0.00249640562838178,0.0033770223317017723,0.004954688995544333,0.0046311988328688785,0.006536453786064512,0.005499204997188859,0.0125605830854961,0.004015765647295995,0.0069561331468010025,0.004035033206951939,0.0033134632519187133,0.00397454494796105,0.006527005090583659
PLX4720,0.002586309733590768,0.0037118975119472767,0.005892148565064989,0.003822449066210794,0.0009139159059599032,0.007166622009800121,0.005666312079305189,0.0022583168382255864,0.007391488084795801,0.006333538530634531,0.0022392624505713304,0.003581904860448664,0.0068272992818023265,0.007189600377619673,0.0007054876199129478,0.004023259295748832,0.0036138621360847912,0.0016301391671210092,0.008528695406197535,0.012698677706211794,0.005708849598323177,0.004487761104416714,0.0043400693742476695,0.003843841954900728,0.00048580414717661947,0.004046121819371801,0.00452529028635766,0.0014491797831499894,0.00919220816650897,0.007282732747890973,0.001991221876926462,0.0022081357595710115,0.003599026480985578,0.0062117333333020575,0.0018029688150616007,0.008211291544857694,0.004485535453049061,0.0017600610596222662,0.005249344620958847,0.004310263716875385,0.005155875290625786,0.003131005122610459,0.007763456095314477,0.0029607248283946607,0.001679264839080394,0.0034894525263090568,0.0037671814627355414,0.0012393039605232373,0.007808697040017552,0.010482641096662786,0.004608236243512309,0.008715293186883159,0.004981680003427818,0.005834366255543538,0.0011754208130043862,0.005271302547032072,0.007691356927278056,0.0020659198915443265,0.008358534114261351,0.011940116523791225,0.0026884610629878667,0.003907219190416922,0.0025716268966998897,0.003834857245724056,0.000553043325833472,0.0054942925500521544,0.0034892720156161415,0.0011660431253519964,0.00417286045965017,0.0025596202413198667
RAF265,0.00546027095911869,0.006390154178045386,0.007511784502656547,0.007529139889829112,0.0010405244929496378,0.00690430965543694,0.009742215616384728,0.0036305106699678485,0.004046503637752415,0.009393334015682082,0.005669801215158873,0.003625105503202616,0.010270746051616212,0.009175438222029932,0.003122761930673662,0.007286439035089254,0.0059337710855013855,0.002217116691179927,0.008826118862674892,0.006139006312161715,0.006182056943240693,0.0036274034937667514,0.003157419772593639,0.008138234075362244,0.0010594906924641045,0.005399234130601985,0.0041711158662331715,0.0019867752413700447,0.008838676774463297,0.007836368817923723,0.006755967208680626,0.0036408931300765117,0.009443323767432963,0.005750343870857758,0.0018302675502447812,0.009652510752419024,0.00429865793479204,0.004616710418769446,0.004136451875853541,0.0034322384607524455,0.005374854979599955,0.005010594232474123,0.004861867118886164,0.0030364511937019485,0.0008388228791439522,0.0028660239834932006,0.003781852816136103,0.000979355062855745,0.00284492808379984,0.004945313174312952,0.004661735945760827,0.0034204629496846573,0.003318101191328146,0.0036866704757587223,0.0010545854075320776,0.0019864094502023756,0.004541790833269093,0.0019399051837038874,0.004551619294325547,0.0035138661311687196,0.006026281330098491,0.003991557638840332,0.00283520599465406,0.0059788477893657965,0.0006977266657453402,0.005850558199704569,0.004239455781465703,0.0011687426130552066,0.004709346917656718,0.006828244181222472
TAE684,0.006174255904025767,0.010582515657832785,0.004554549965680144,0.0038784459638005414,0.0008440250224688452,0.00479395408928971,0.009868401452433328,0.0032602963238272512,0.009329519333349424,0.005881071926373986,0.006013179303418805,0.003957137404183718,0.00509834226773092,0.005473182751916135,0.0007741146336842994,0.006944233744326173,0.005291309059501621,0.0019439644698851142,0.0027125695195150874,0.004467649097635563,0.0015374653024188818,0.002711823207519567,0.0024630361589235033,0.002965443080009013,0.000603846270154396,0.0022137817781523583,0.004955838856151601,0.0017930032133425993,0.0033962164274486,0.0036538239137788578,0.003840284544868736,0.002810957594474516,0.004806129385365784,0.00465152215808016,0.0021717968997597673,0.0028502016410016117,0.0027216759004116122,0.0016913940143229507,0.004728481543665769,0.0030525344741538637,0.0025908524620179008,0.0027560348235382867,0.0034811927049346407,0.0030181651299832006,0.0007282572073875199,0.0017491933642774108,0.0042448666772130425,0.001670951122641124,0.003563201824561801,0.005482991685120861,0.008118578398710953,0.006524766054400361,0.008663425236808714,0.0023517306586750535,0.00046462801310611333,0.0016227056518029474,0.007637576070552016,0.003604752757657996,0.008220809203122972,0.005302638740902666,0.010365847710718187,0.004141023698031624,0.004026246484171388,0.00930211940523009,0.005572269917743702,0.007087653057439564,0.004631150852016396,0.0025429343963489373,0.004171098685087682,0.00665814678121406
TKI258,0.003145277522768609,0.00394033037674661,0.005531887559893944,0.004114139390344042,0.0016604603527237195,0.006907718501783494,0.006403212132577165,0.0013774687077587019,0.0022984600733065084,0.0037991576407579173,0.005217638006848959,0.007048085810177643,0.008874220931524384,0.008305903442551752,0.0015263183818754525,0.00851639086867073,0.007722774795756805,0.004299590034064521,0.003376887257948064,0.010135402594507271,0.0025692810481130887,0.0021738157562226426,0.00155116627780035,0.006043159852772787,0.0005417254107222055,0.00820930823805478,0.003343215721956504,0.0014936951203621113,0.005266073613375767,0.0036043789344179433,0.010206332281653855,0.005808829346953271,0.008897163793406033,0.003982461428594874,0.0013070858830191569,0.0064202541278712425,0.003563870471419907,0.0018970834950996765,0.002348168725973534,0.0031491802901962157,0.0062312665057462505,0.004734205861537995,0.002692046175275753,0.003977443757374593,0.0005491069544021528,0.007896926390234218,0.0035154601362436997,0.0010419784446794279,0.004446233291127701,0.003505116404763908,0.00206405618859008,0.003333639821460896,0.003979863884473373,0.005990570769364411,0.0008502234646398408,0.004166352799534724,0.0027422856476815236,0.001753904616772834,0.009405575973809257,0.005209753539887444,0.0023992562783084407,0.005346470239913758,0.0014799591962433537,0.0020566406371205046,0.0004798779521301447,0.0036897563498395473,0.0021651475332325875,0.0017405525675723648,0.0038116899548095557,0.003435985067007865
Erlotinib,0.008121533697977187,0.006677226518383305,0.008436225248321208,0.010392759347906323,0.0033257687266091793,0.01730840124134136,0.009280108433509886,0.004244940204364821,0.010096510894797227,0.009038931147397834,0.00858502891697113,0.008391435209806475,0.011963721811000486,0.011842977041133556,0.0033754235579503138,0.006840961699964619,0.012505753581034255,0.008810616194612188,0.0073086179033169585,0.004257042818597937,0.0034249736430306365,0.003950335871334365,0.004340432805660426,0.0019948968788757308,0.0014128478731627427,0.004613728467903541,0.005288299001520284,0.0021032573813652223,0.002834125300845914,0.0028767206040502076,0.0035359994688846743,0.0036200832743112548,0.00397038335761566,0.002070653500407928,0.0009339914300822698,0.0027028449536101503,0.0032299642287777104,0.001835939523142376,0.002149857167372296,0.0070704673913245695,0.00581713652511127,0.004046312828376604,0.0037890564301148342,0.0026971597298035993,0.0006234835331165336,0.00206439194476536,0.003201087244460846,0.0011941593990453438,0.004520390675382742,0.002387218376893909,0.006077049398741047,0.0015189515390917874,0.0019455750734677668,0.001854274036940228,0.0005832563001273882,0.0020985829766260173,0.0030065192359267612,0.0019393392681253923,0.0027774165561072453,0.002518951573518066,0.004243023275473636,0.004055004404626199,0.0020949066911782385,0.004595453468003975,0.0010899178809809784,0.003435509708035422,0.003179902374491518,0.0030156122096242563,0.002534292205165035,0.005392588463803123
