,RPPA+SVC,RPPA+RFC,RPPA+SVM,RPPA+Logistic,RPPA+Ridge,RPPA+EN,RPPA+ET,RPPA+KNN,RPPA+XGB,RPPA+Ada,RNA+SVC,RNA+RFC,RNA+SVM,RNA+Logistic,RNA+Ridge,RNA+EN,RNA+ET,RNA+KNN,RNA+XGB,RNA+Ada,MIRNA+SVC,MIRNA+RFC,MIRNA+SVM,MIRNA+Logistic,MIRNA+Ridge,MIRNA+EN,MIRNA+ET,MIRNA+KNN,MIRNA+XGB,MIRNA+Ada,META+SVC,META+RFC,META+SVM,META+Logistic,META+Ridge,META+EN,META+ET,META+KNN,META+XGB,META+Ada,DNA+SVC,DNA+RFC,DNA+SVM,DNA+Logistic,DNA+Ridge,DNA+EN,DNA+ET,DNA+KNN,DNA+XGB,DNA+Ada,PATHWAYS+SVC,PATHWAYS+RFC,PATHWAYS+SVM,PATHWAYS+Logistic,PATHWAYS+Ridge,PATHWAYS+EN,PATHWAYS+ET,PATHWAYS+KNN,PATHWAYS+XGB,PATHWAYS+Ada,TYPE+SVC,TYPE+RFC,TYPE+SVM,TYPE+Logistic,TYPE+Ridge,TYPE+EN,TYPE+ET,TYPE+KNN,TYPE+XGB,TYPE+Ada
Lapatinib,0.0077324107688870325,0.005860000622455398,0.007447221568005083,0.009030440845625027,0.001960260876573627,0.010800446441386146,0.015363310410312699,0.004178217900507054,0.015329165172183828,0.01963904275052247,0.008925058971893435,0.00841273759966895,0.01375387820779265,0.01229197044762526,0.0026705037336704255,0.006084175970006878,0.009074698048894308,0.013143310532199115,0.007958071112416297,0.019890989171675116,0.003129661219410081,0.0025842955427986536,0.003834525324798954,0.0023016714297551723,0.0009002137062467711,0.0056854489699542455,0.0033234942132000316,0.0019571806068117183,0.004088851251259832,0.0035766464951027597,0.0023401959048901903,0.0018796473877977049,0.0018815936576977305,0.0009326120184580246,0.0005193493548640948,0.0018801623448055477,0.00266541448063448,0.001510517481674672,0.0014784825075164268,0.005990533945135106,0.004743163441468757,0.0027634191948039603,0.002605064792679422,0.003104080897516334,0.0010652039528178889,0.0030553084992101555,0.0020444352035370525,0.000616021030277136,0.0032890454564866054,0.004042140582976376,0.00518690863046086,0.004076776076167314,0.003573951742707213,0.004668303579685314,0.000428639673865899,0.002268029541740791,0.005806672104528382,0.002121357846295157,0.002254840369023655,0.0024010812372503515,0.0045565998733422,0.0027232454621805074,0.003594083052023101,0.004741278208738526,0.0009669724127655033,0.002890173348678237,0.002573659075879796,0.0011121534477734976,0.0020472982574816084,0.0025993984426793586
Panobinostat,0.006359076472889718,0.011785386646436238,0.0007302075812199504,0.004319373706596543,0.0010637563193135495,0.005610358968948762,0.00854299636403384,0.0011920511668745087,0.004606963546564128,0.0020466968411688904,0.011071785332659557,0.007299798587582623,0.02008143788643399,0.013893945510937651,0.005607448826338973,0.010492915982934866,0.012234836948638967,0.007057319808896916,0.011090723574278833,0.009988268949663362,0.007159088034046627,0.002994935058054193,0.002675798654814486,0.0024107571786842223,0.0005049548182136155,0.007863073609712235,0.004329646412976174,0.0006426553525645824,0.0023875033169039393,0.006439384187488275,0.004456378263834036,0.0025707281379055594,0.002815638861612397,0.0036956322271697395,0.0010375664099566385,0.00515155184603539,0.004842374395165858,0.0015219651440594973,0.0041103533947806714,0.00403603786726421,0.0027593117713968006,0.003945075245090244,0.0027198013423306916,0.0022133979866521304,0.0008999849482568968,0.0030032955316042173,0.0015829623806299432,0.0007497885298986912,0.00501616344630502,0.0025773269494503612,0.004795766239833608,0.004108245497923789,0.005978324954803605,0.003955190247982924,0.0018241539612506423,0.0068266087888669445,0.006004858429370141,0.002677451146461465,0.009122764806690909,0.00359537868493662,0.0029127088833360397,0.0032897890741555805,0.0035489837479802445,0.007211463625383737,0.000524543470987806,0.007942428032590248,0.004469794068495722,0.0037850781420726122,0.008574337708288403,0.00683634510435657
Paclitaxel,0.004046699822592635,0.0033553929693133254,0.005426930662083052,0.006617309446080846,0.0037547362179403345,0.009053550337421312,0.0033092294057867214,0.0011013280711100108,0.007542547558247781,0.0058371510004735375,0.006438359109270293,0.005526251677273825,0.01610196155632548,0.011556008768405965,0.005448209243061648,0.008497693606756621,0.006682873532737426,0.0015463850769704625,0.013194423018797235,0.013425122264501916,0.004212504738224717,0.00179067217212542,0.007273600669455915,0.006779139709297339,0.0028916695900534535,0.01009942862310518,0.0021996948909470166,0.002263130298414115,0.01062686643412206,0.00695670288101926,0.0027480390350824034,0.0017378695581833578,0.007236879516555513,0.0036034624312761077,0.001475552888485531,0.00565399733305776,0.004146703678256978,0.0014264171547443071,0.0044314972886220225,0.007324565008082588,0.0036694007896875664,0.0035365365984288107,0.002459906879580395,0.003562640046073343,0.001285529020341054,0.0034688262289333982,0.0021298539459824635,0.0006942313129940752,0.004892342488204937,0.003223216666796135,0.0018208746641678935,0.0021918481260635647,0.0026962525527109284,0.0023758142268437902,0.00029124569338700735,0.001788214750141981,0.0017088463100538966,0.0011340163056764705,0.0018148840708768334,0.0026840726330987007,0.0029924021522665357,0.0025146441671920657,0.0016190601807185001,0.0038394003202455065,0.0005606751069868424,0.0037985062371668067,0.0031694252396243334,0.0011092148738346813,0.002475096113618171,0.0029167948188731844
Irinotecan,0.005008857108351443,0.004128577302737199,0.0011453071666912666,0.005582079054570183,0.0008868822440579675,0.009470753665527708,0.010060813106010933,0.0022650003372240986,0.006648196181679596,0.012186697242041718,0.00825904933407176,0.015671038858607832,0.011167008828329225,0.012614543646220524,0.003034538417108635,0.008901756768762632,0.021236458153696656,0.003256100501547173,0.023613616045119294,0.014521367048075905,0.003925220752745789,0.0061402930810309855,0.0035769021441975986,0.006506294756944362,0.001560139470084744,0.00868496775127378,0.007097376769967705,0.010369777676003607,0.006663438474787734,0.004412973285860102,0.0034477000959783678,0.004620648887242157,0.011061403116037184,0.00569524133944597,0.002006048293670357,0.006651533897303385,0.0027711228415824287,0.003734507409222769,0.003705639351821992,0.0050606591811919125,0.003403153725178663,0.005737847876696166,0.008102393602838664,0.0023684440121834564,0.0014657373542473512,0.0034781357098556775,0.0052344114208285565,0.0023234472336949768,0.004662030630227319,0.003860238566470687,0.003984104250907009,0.004151933735383595,0.004263154719457096,0.001988882266930592,0.002442903645802876,0.0031876601644353574,0.003350175696822694,0.0018532869079775256,0.005129441851648237,0.006664335857039559,0.009280214671659922,0.006284763573020655,0.006485338544856423,0.004658995075760062,0.0019197636494161423,0.004193143119371879,0.005538747692451064,0.004939393476317945,0.0034943824938011374,0.007057037400141607
PD-0325901,0.011976662877620423,0.004407182203856934,0.018405788804202784,0.008967096668426636,0.0021169400214442967,0.01450867134434206,0.0038592357933308584,0.005136202512085481,0.004086120893012428,0.003955580553259801,0.008759491451178266,0.007282618514239423,0.013550864062951426,0.010564002100666908,0.008881206805496176,0.009779782193952587,0.013795883234975716,0.006487975011011735,0.019329154051815317,0.01525145271743607,0.0029641443011466967,0.0023427084681912264,0.009074322372122915,0.006602672683299395,0.007286250812174543,0.006773508284249475,0.003171512277610381,0.001182112581505281,0.008418061290093171,0.0027233907117400337,0.0026171262715730947,0.001793218439724095,0.0017723291352458,0.0013850513725413907,0.0004664735691851652,0.0010472544834859428,0.002789717216103524,0.0014252868094590644,0.002025301116080372,0.005191334517098313,0.00427800223318067,0.00424140523687948,0.0022578636419906344,0.002881750107307033,0.0008943344018927376,0.00221445441925907,0.003246949336052642,0.0009425007419938628,0.008391128556973548,0.003663712904537794,0.0009438790576698974,0.0021731058662075526,0.003017327981486341,0.0023414456040495206,0.0010591973305800785,0.002455158592837323,0.002325746441602582,0.0011421124991692804,0.003287858086394886,0.0015426091132126488,0.0033476355441236826,0.0016376845317002864,0.0017734927899453424,0.005342320346723866,0.0005614490158116636,0.003509409739544764,0.00201077392652643,0.001979660801058875,0.003083560895426826,0.0030882334358339897
AZD6244,0.01906201154871425,0.008189061470041954,0.009583777120081497,0.008332868040880665,0.002373810546654849,0.010996925640436956,0.008057559676729803,0.005480022335690374,0.016052869921898225,0.011312423820238192,0.010986967583135845,0.009139445527395372,0.012443674930060525,0.018045983289380195,0.002522711744801783,0.010928968323010033,0.009089196666845501,0.005504978716237649,0.01788711618998871,0.020900818696019306,0.002330343433304039,0.0033934847018720874,0.002550497144733288,0.004125425127644263,0.0007760864375755169,0.008962451469129879,0.0020761917884591563,0.0015547636622962678,0.0028100433166643873,0.003255796152290031,0.0028223508040936492,0.001408343346072698,0.001572282244981252,0.001629777778394731,0.0004075897173492734,0.0021830121284889224,0.0020128478029941797,0.0010551294863117991,0.003919225095647165,0.004846098221959331,0.0023674666767597536,0.0014910955325639944,0.0012644475786738468,0.0017009809390765437,0.0007545454236120283,0.002277340373135008,0.0023307108249894003,0.0009398178998706986,0.005858443154430776,0.0032300644806489056,0.004998420396828499,0.002055576488388907,0.0017249850980066755,0.0019443030466808752,0.0004428925270766551,0.00250272792313777,0.0012364884073724212,0.0020944878461037087,0.0018639793025507806,0.0013025401354306838,0.0025721502736238033,0.0027204737341092002,0.0035582290609770736,0.005392530404029585,0.0015261853374125185,0.004792191042769709,0.0032106391779259886,0.0017777219297162633,0.004337067448560044,0.006695272678596557
Nilotinib,0.006745216799144217,0.00434984027738258,0.0033845962420448964,0.004438983638896718,0.0007165524614393296,0.008493516192139424,0.003808872054681137,0.001484516128204127,0.004995807811682082,0.00639355126392428,0.007373222288114587,0.0030458732151295406,0.0017137680434079704,0.003590730687423394,0.0005160664208861561,0.00583346079089029,0.003872951127503166,0.0023330368229395743,0.011618747504705323,0.004421214152390404,0.006468086151080466,0.005113154580857348,0.0036281184115729216,0.006559784663699506,0.0007053718074953159,0.005525860655053601,0.002046238950543601,0.0013473693320934599,0.003427802391758281,0.005544851768252862,0.004950384678774676,0.00366727946658231,0.003340246222350744,0.006912428187785889,0.0009607118760415983,0.007437352654423152,0.003744231256458302,0.0012165221096023732,0.004695613650314896,0.004010649866655565,0.0051362064331768875,0.0045048646138518,0.005301445332834776,0.0029701329169112465,0.0016115799505994788,0.002325628247963086,0.0038707890688613722,0.0014709014437838805,0.0030932911219188953,0.004981307271052096,0.007168227251131854,0.010315079261116302,0.008402504022515668,0.008220496517981946,0.004884928526629222,0.003290492483379414,0.008419161585278823,0.001965106636539711,0.0037237872183020966,0.0027753225188935655,0.00908173839465581,0.006141602652703762,0.004479000604827684,0.012832110194399194,0.003458204468939703,0.009792169573378485,0.006872044524917821,0.0040619191827122834,0.006637497464184174,0.011738952097472048
AEW541,0.006385409131703137,0.006543812119168037,0.005843319763090704,0.004017816030172554,0.000629561783976174,0.006862271839773902,0.007414299692849988,0.0018207228924404832,0.006837455822022445,0.002868823091724162,0.003028430560443455,0.004033029953894416,0.005690167478995049,0.006135943895894842,0.001139970580341988,0.005372803163582507,0.0036981714038841432,0.002251376945545804,0.0077790980122577,0.007487424853715004,0.007417936336241762,0.003812145036719734,0.006949372763456046,0.007495625065478361,0.0016717363932482062,0.008578125546051566,0.003503826035954764,0.0011218513555069922,0.0033095934173410207,0.00599263546131809,0.004200851141638488,0.0024885134114953212,0.0023298271175911578,0.005176786151005134,0.0006624254627293178,0.006307006938187909,0.0030336328864885437,0.0016163312724424236,0.006347760123737612,0.010878334066290093,0.002664609205419386,0.0019827353571281467,0.009794270781786178,0.0028137136377507266,0.0010371369581997163,0.003961211896986575,0.003462005977382656,0.001332232337964504,0.004777173925587499,0.007264659506212441,0.01037526467332179,0.004785111883531153,0.01086057265456004,0.004710922668999139,0.0004671305837212245,0.0059882449645668025,0.008170659481749136,0.001866505312462668,0.0020211685942605213,0.0028822977785270543,0.00637238181614609,0.0044650375921872695,0.005860280137849091,0.007065146401942136,0.0021440882230190726,0.004987576719516557,0.004303554872273352,0.0030801039104573673,0.0031314867995491224,0.0033405498516110486
17-AAG,0.004116897511158343,0.004439276214531818,0.004314601826216979,0.004508737716146253,0.0018559414342466459,0.007803524432671146,0.005929052194643094,0.00223017675310163,0.012909942610621863,0.007902604061510287,0.00537435271330713,0.005453272854775635,0.013823253757409688,0.00804208032562829,0.008438566404494167,0.005076719909964237,0.009739188069869543,0.004194020010624948,0.010904929610639583,0.009652142756914409,0.0039568415638059,0.003444406139182042,0.0041353693683172715,0.006631267001388445,0.0005211843670646881,0.008479789695862832,0.002976509292550832,0.0016053973910069375,0.00887818656784048,0.007676922770320449,0.003524151957164369,0.0037996899068448555,0.010540582793549582,0.0021040319384114992,0.0006920593357534663,0.002802786711022948,0.004895795450637879,0.006755675813635082,0.004794801234125019,0.00426858649510024,0.0036923271351116897,0.0036824010830095962,0.003564656054272469,0.0033062053333512377,0.0007485369000274133,0.005093001577089654,0.0048064345400553295,0.002130348981093631,0.00517961104328941,0.005837020380713454,0.005005378042773557,0.0026002413436581914,0.0056016382734874895,0.0032419611003790738,0.0005217766970456026,0.0033915558210508754,0.0036719841880216318,0.0036973799437980924,0.0035567281468165506,0.006022640190320508,0.0024782240051812073,0.0028757875540517614,0.0025601750282334265,0.005161504042502314,0.000755136243338278,0.004523861375280244,0.00326365417515469,0.0021588159594880135,0.004083377269557705,0.004867333749507418
PHA-665752,0.013834106174308943,0.0026165188013379257,0.0036613376882354016,0.0023208417774628564,0.0008558699255953285,0.004574684619425953,0.0038668449908213845,0.006060011503205062,0.0035808521470429328,0.004547062902124021,0.005147350641860962,0.006826252843116882,0.0031406196310538735,0.005664272697586346,0.0008916286315151471,0.006668165250919868,0.009982387807857731,0.0034872822991929672,0.008072270507912264,0.00587704155208223,0.00219370259030365,0.003078824972420725,0.006040559544910516,0.0066202565169621265,0.003409954411697551,0.005115069682644324,0.004760461355465374,0.005988471337827491,0.003494793607428865,0.0028840020848230562,0.0024485051442309047,0.002389858269613064,0.003324047740152262,0.002913431034028499,0.0015904884348558967,0.00456038572885417,0.0039444879589732714,0.0012265354437575615,0.0021750455206713563,0.005441451719772282,0.004318141642758053,0.006255677232752788,0.008545825685530318,0.0028555365728581282,0.0009114947480594196,0.003177900848350373,0.004954464914880671,0.0029725002613196737,0.007766054073792047,0.006304255841764614,0.004075757850536335,0.0018280990439706742,0.004815246645467715,0.006733542358890557,0.0018847446544691423,0.005080994371669398,0.0027032693186070764,0.0024242632741464207,0.0023071078021439997,0.003059749742983992,0.0041875976506498425,0.00551133336420817,0.0030263239831537893,0.005319128415853322,0.0010168120542085094,0.004394481705888271,0.0034547887763504343,0.0010429346338713538,0.003997711627471283,0.0061326060261535364
