,Lapatinib_ActArea,Panobinostat_ActArea,Paclitaxel_ActArea,Irinotecan_ActArea,PD-0325901_ActArea,AZD6244_ActArea,Nilotinib_ActArea,AEW541_ActArea,17-AAG_ActArea,PHA-665752_ActArea,Nutlin-3_ActArea,AZD0530_ActArea,PF2341066_ActArea,L-685458_ActArea,ZD-6474_ActArea,Sorafenib_ActArea,LBW242_ActArea,PD-0332991_ActArea,PLX4720_ActArea,RAF265_ActArea,TAE684_ActArea,TKI258_ActArea,Erlotinib_ActArea,Lapatinib_ActArea_N,Panobinostat_ActArea_N,Paclitaxel_ActArea_N,Irinotecan_ActArea_N,PD-0325901_ActArea_N,AZD6244_ActArea_N,Nilotinib_ActArea_N,AEW541_ActArea_N,17-AAG_ActArea_N,PHA-665752_ActArea_N,Nutlin-3_ActArea_N,AZD0530_ActArea_N,PF2341066_ActArea_N,L-685458_ActArea_N,ZD-6474_ActArea_N,Sorafenib_ActArea_N,LBW242_ActArea_N,PD-0332991_ActArea_N,PLX4720_ActArea_N,RAF265_ActArea_N,TAE684_ActArea_N,TKI258_ActArea_N,Erlotinib_ActArea_N
STOMACH,,,,,,,,,0.5833333333333334,,,,,-0.06900655593423542,0.24056261216234406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NERVOUS,,,,0.24056261216234406,0.53748384988657,,-0.14907119849998599,0.0,0.25819888974716115,-0.05,0.18856180831641267,-0.23904572186687872,-0.05773502691896257,-0.19611613513818402,-0.09090909090909091,0.019230769230769232,-0.3535533905932738,,0.1690308509457033,,-0.37796447300922725,0.09128709291752768,,,,,,,,,,,,,,,,,,,,,,,,
OVARY,,-0.17407765595569785,0.816496580927726,,0.6236095644623235,0.4183300132670378,0.24056261216234406,0.15151515151515152,0.4403855060505443,,-0.31622776601683794,0.21957751641341997,0.27247463045653303,-0.03857583749052298,,-0.0890870806374748,-0.17407765595569785,0.67700320038633,,0.5291502622129182,-0.125,0.0,0.37142857142857144,,,,,,,,,,,,,,,,,,,,,,,
HAEMATOPOIETIC,-0.2581988897471611,,,,0.8708233651742088,0.4567160739370943,,0.09335200560186732,0.26035958758213296,0.21216710619787638,0.18843366572035794,-0.2559239653166382,,,0.21332758379698114,-0.09759000729485333,-0.057353933467640436,,0.08421052631578947,0.3730019232961255,,-0.1255529641148689,0.22941573387056174,,,,,,,,,,,,,,,,,,,,,,,
SKIN,,0.06900655593423542,0.6180700462007377,0.10206207261596577,,,,0.1690308509457033,0.5594309277855158,,-0.025,,0.43852900965351466,,,0.2182178902359924,0.05143444998736397,-0.17407765595569785,,-0.19245008972987526,,0.6071428571428571,,,,,,,,,,,,,,,,,,,,,,,,
LUNG,0.42642140468227424,0.6184009646551497,0.4534412955465587,0.4642857142857143,0.809823254207727,0.5529063574157609,0.11645683913097246,0.13501144164759726,0.3508232077228117,-0.06388765649999399,-0.07211227313725481,-0.10917134657869827,0.0632582061100068,-0.09886394735483753,0.15445574836957118,0.01533929977694741,0.08103254428277505,-0.07559289460184544,0.06231527532127217,0.17263532565794473,0.06089597451658269,0.08422015601530061,0.4217830051630598,,,,,,,,,,,,,,,,,,,,,,,
BREAST,0.5477225575051662,0.23809523809523808,0.3721042037676254,-0.21821789023599236,,0.67700320038633,-0.50709255283711,-0.09759000729485331,-0.3535533905932738,-0.375,-0.21320071635561044,0.18898223650461363,-0.1336306209562122,-0.09759000729485333,0.6454972243679028,0.16666666666666666,0.4642857142857143,-0.07142857142857142,-0.10482848367219183,0.0,0.6813851438692469,-0.1194880298498108,0.6614378277661477,,,,,,,,,,,,,,,,,,,,,,,
PANCREAS,0.37796447300922725,,0.375,,-0.0625,-0.14285714285714285,,0.06666666666666667,0.11952286093343936,-0.37796447300922725,-0.20672455764868078,-0.17541160386140586,-0.2548235957188128,0.37796447300922725,0.6454972243679028,0.7222222222222222,0.2581988897471611,,0.23904572186687872,0.5393598899705937,,,0.09759000729485333,,,,,,,,,,,,,,,,,,,,,,,
LARGE_INTESTINE,0.6396021490668313,-0.19364916731037085,0.5477225575051661,,1.0,,,-0.16666666666666666,-0.4,,-0.2182178902359924,,,-0.2182178902359924,0.25819888974716115,-0.125,,0.2182178902359924,,-0.09759000729485331,,,0.6324555320336759,,,,,,,,,,,,,,,,,,,,,,,
OESOPHAGUS,,,0.408248290463863,,,,,-0.6546536707079772,,-0.3273268353539886,,-0.14907119849998599,0.5222329678670935,,-0.2721655269759087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIVER,-0.3563483225498992,,,,,,,,-0.25,-0.14907119849998599,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
