,Lapatinib_ActArea,Panobinostat_ActArea,Paclitaxel_ActArea,Irinotecan_ActArea,PD-0325901_ActArea,AZD6244_ActArea,Nilotinib_ActArea,AEW541_ActArea,17-AAG_ActArea,PHA-665752_ActArea,Nutlin-3_ActArea,AZD0530_ActArea,PF2341066_ActArea,L-685458_ActArea,ZD-6474_ActArea,Sorafenib_ActArea,LBW242_ActArea,PD-0332991_ActArea,PLX4720_ActArea,RAF265_ActArea,TAE684_ActArea,TKI258_ActArea,Erlotinib_ActArea,Lapatinib_ActArea_N,Panobinostat_ActArea_N,Paclitaxel_ActArea_N,Irinotecan_ActArea_N,PD-0325901_ActArea_N,AZD6244_ActArea_N,Nilotinib_ActArea_N,AEW541_ActArea_N,17-AAG_ActArea_N,PHA-665752_ActArea_N,Nutlin-3_ActArea_N,AZD0530_ActArea_N,PF2341066_ActArea_N,L-685458_ActArea_N,ZD-6474_ActArea_N,Sorafenib_ActArea_N,LBW242_ActArea_N,PD-0332991_ActArea_N,PLX4720_ActArea_N,RAF265_ActArea_N,TAE684_ActArea_N,TKI258_ActArea_N,Erlotinib_ActArea_N
STOMACH,,,,,,,,,1.0,,,,,0.75,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NERVOUS,,,,0.3333333333333333,1.0,,0.0,0.25,0.5,0.25,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.25,0.0,,0.5714285714285714,,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,
OVARY,,0.5,1.0,,1.0,1.0,0.5,0.3333333333333333,0.6666666666666666,,0.0,0.625,0.5,0.3333333333333333,,0.6666666666666666,0.45454545454545453,1.0,,1.1666666666666667,0.25,0.6,0.8,,,,,,,,,,,,,,,,,,,,,,,
HAEMATOPOIETIC,0.6956521739130435,0.9705882352941176,0.8571428571428571,0.9583333333333334,1.0,0.7647058823529411,0.8787878787878788,0.6956521739130435,0.75,0.84375,0.8181818181818182,0.16666666666666666,0.8571428571428571,0.8571428571428571,0.6785714285714286,0.7428571428571429,0.625,0.9090909090909091,0.6842105263157895,0.782608695652174,0.7647058823529411,0.7941176470588235,0.7368421052631579,,,,,,,,,,,,,,,,,,,,,,,
SKIN,,0.6666666666666666,0.8333333333333334,0.5,0.8823529411764706,0.9411764705882353,,0.6,0.7777777777777778,,0.375,,1.0,,,0.5714285714285714,0.5555555555555556,0.0,0.9444444444444444,0.6666666666666666,,0.75,,,,,,,,,,,,,,,,,,,,,,,,
LUNG,0.7272727272727273,0.8,0.7222222222222222,0.75,0.8421052631578947,0.6842105263157895,0.5,0.5263157894736842,0.6086956521739131,0.42105263157894735,0.4375,0.43478260869565216,0.5,0.35714285714285715,0.5714285714285714,0.45454545454545453,0.6,0.3333333333333333,0.5714285714285714,0.5,0.5555555555555556,0.5,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,
BREAST,0.75,0.6666666666666666,1.0,0.0,,0.5,0.2,0.2,0.0,0.0,0.0,0.42857142857142855,0.0,0.4,1.0,0.5,0.75,0.5,0.0,0.3333333333333333,1.0,0.25,0.625,,,,,,,,,,,,,,,,,,,,,,,
PANCREAS,0.5,,0.5,,0.9375,1.0,,0.6666666666666666,0.625,0.2,0.6153846153846154,0.6923076923076923,0.5,1.0,0.625,0.8333333333333334,0.5,,0.5,2.0,0.75,,0.5,,,,,,,,,,,,,,,,,,,,,,,
LARGE_INTESTINE,0.8181818181818182,0.7,0.6,,1.0,0.9333333333333333,,0.875,0.6,,0.42857142857142855,,,0.3333333333333333,0.8,0.625,,0.75,,0.3333333333333333,,,0.8,,,,,,,,,,,,,,,,,,,,,,,
OESOPHAGUS,0.9090909090909091,,0.6666666666666666,,,,,0.4,,0.625,,0.8,1.0,,0.5555555555555556,,,,,,,,0.9166666666666666,,,,,,,,,,,,,,,,,,,,,,,
LIVER,0.0,,,,,,,,0.0,0.5,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
