,RPPA+SVC,RPPA+RFC,RPPA+SVM,RPPA+Logistic,RPPA+Ridge,RPPA+EN,RPPA+ET,RPPA+KNN,RPPA+XGB,RPPA+Ada,RNA+SVC,RNA+RFC,RNA+SVM,RNA+Logistic,RNA+Ridge,RNA+EN,RNA+ET,RNA+KNN,RNA+XGB,RNA+Ada,MIRNA+SVC,MIRNA+RFC,MIRNA+SVM,MIRNA+Logistic,MIRNA+Ridge,MIRNA+EN,MIRNA+ET,MIRNA+KNN,MIRNA+XGB,MIRNA+Ada,META+SVC,META+RFC,META+SVM,META+Logistic,META+Ridge,META+EN,META+ET,META+KNN,META+XGB,META+Ada,DNA+SVC,DNA+RFC,DNA+SVM,DNA+Logistic,DNA+Ridge,DNA+EN,DNA+ET,DNA+KNN,DNA+XGB,DNA+Ada,PATHWAYS+SVC,PATHWAYS+RFC,PATHWAYS+SVM,PATHWAYS+Logistic,PATHWAYS+Ridge,PATHWAYS+EN,PATHWAYS+ET,PATHWAYS+KNN,PATHWAYS+XGB,PATHWAYS+Ada,TYPE+SVC,TYPE+RFC,TYPE+SVM,TYPE+Logistic,TYPE+Ridge,TYPE+EN,TYPE+ET,TYPE+KNN,TYPE+XGB,TYPE+Ada
Nutlin-3,0.019308180271715172,0.015372487082921679,0.020342045412284588,0.037992577332576785,0.003264980736643528,0.038859146750742556,0.013446082879722755,0.004302450966866327,0.01733790077153096,0.02311848691642319,0.01947447510443149,0.012507399757211962,0.014816019905697596,0.014677582358726928,0.0014672744815262962,0.016131071854766168,0.012106854803728048,0.00489024300220172,0.017152036856928888,0.01668025292664204,0.022482475145556482,0.013820697077254269,0.014314811700199308,0.016176491659282265,0.0019043570272034502,0.01459581021572762,0.013573812695826267,0.005638623665717635,0.0181056588745853,0.0163776619533298,0.017383601301360106,0.013321575559358315,0.022471962073462762,0.015976913052471908,0.001623677228111194,0.015961351181775094,0.011998042994418642,0.00503885233998389,0.014754997747124793,0.01716019347669916,0.01908545677857367,0.015292832256799222,0.020125755557767893,0.01529238313238428,0.0015360721927894542,0.017269285146824315,0.01664838087293449,0.004808200646957023,0.016346486886081507,0.017026773992750106,0.018859143238190434,0.014079953533400118,0.022512829174784067,0.01363810959270841,0.0014750916892530001,0.012902478584520325,0.014861951036634905,0.005809878971160577,0.01657912417932727,0.01637238910188242,0.01409113038870459,0.014132492643425356,0.012434566726799153,0.017716665294039854,0.0015697985541949368,0.012657752022886243,0.013257074341079315,0.006921934232109085,0.018020917111789766,0.012745974976511231
AZD0530,0.02738030662606721,0.015024583586282586,0.020467216571614672,0.02459686516573284,0.0023249663773648992,0.022862005936342304,0.016855852404169935,0.005739130116364812,0.023613068585809915,0.01931080210868008,0.017953817053536467,0.014309125615976059,0.018217407997285967,0.01806285431974238,0.0014019651256756073,0.018861805796006763,0.014953202921111197,0.014627182564303964,0.014204583212884559,0.017828599305376214,0.01883111536467097,0.01241083973857624,0.017005389326927495,0.020510090272881736,0.003034290498093416,0.02825941670108021,0.011714677776354815,0.0063205546011864,0.017895987688334718,0.015308741272671109,0.01469672557083217,0.013125312017075891,0.01869019335925067,0.013852641699201768,0.0018716109004038848,0.014815140576009056,0.01215751568585963,0.006594736049322036,0.017975141610413158,0.015981234307646235,0.017669535987057148,0.013163357597687528,0.019845365254371684,0.014181151857074154,0.0013871968145788083,0.013772503870874576,0.013178125548841402,0.00490287701153984,0.017348841556957977,0.016670855011435788,0.014416347138037392,0.013053611876376386,0.015483301469038433,0.01666177113620242,0.0015437034917852174,0.014790737760308476,0.015829879333139583,0.00597907680882202,0.013433512406277858,0.014113182165633013,0.01253342097111805,0.01775669615460488,0.012206220632835569,0.021817915308297756,0.001210535816729345,0.013492802117708386,0.014368544986458742,0.005497259902307023,0.016066940711874002,0.017978032894906536
PF2341066,0.02471385250596596,0.016530331683632805,0.015252491871855511,0.01985340235635737,0.0017681944507090767,0.01678594315568594,0.017895662725515,0.010133070570252117,0.013934516805065184,0.013861511943471771,0.028304547823089343,0.025020963915364586,0.01798801349660915,0.019991915373949502,0.0007596360055507923,0.02225861535064634,0.024759049396717206,0.007139573719994621,0.018112970586497627,0.012170815461357051,0.017788680307685628,0.013545553130048524,0.01350335623079372,0.012435468213601052,0.0008411602245311956,0.018101912223181207,0.011982712813937112,0.0043364286579101,0.018722046156765457,0.012506572563016372,0.011514613707909415,0.011847473936080136,0.019959523262878785,0.010138680450904127,0.0014276580709291233,0.010673606488285452,0.010700277392107913,0.005479366174994742,0.013364113705046341,0.01700575183641858,0.014768315164268127,0.013948126494925989,0.012455900055300121,0.013812381928692555,0.001841972376264374,0.018194234225288507,0.010434783940390989,0.003959217298773662,0.013498057638335276,0.014063626034945098,0.017361361127999533,0.017160568643715547,0.018142436908858032,0.014659519060463339,0.0012413851744269195,0.01238527039501843,0.01976606853423677,0.0057401525885462865,0.021768987712792016,0.01523755888064498,0.016980447939502954,0.020101054325292588,0.016039945687352435,0.027378219947783618,0.00341159520838126,0.019843916528598893,0.019622349129019077,0.005306458684175299,0.015566387534163825,0.03219966608653163
L-685458,0.021963642788304684,0.026697636604681545,0.016725792453292723,0.016136841791379572,0.0018367611860647698,0.01816470072471738,0.028590347184888888,0.007864576789373176,0.02482132066150993,0.022894416495975883,0.020025077393277413,0.01474780797270521,0.015381861340037805,0.018146079685927262,0.002367400755793599,0.02000161035209825,0.01786556749275319,0.006585823091531165,0.015492156400708751,0.016442438670196218,0.016324670301203496,0.01945482478317578,0.018936018917295284,0.01448336382147764,0.0010657191159780693,0.015185533991237449,0.013927033294835486,0.004872164200024215,0.02366899425228696,0.019113544280800178,0.014169433133393996,0.014851111138511466,0.016458051165432305,0.01741984100029596,0.0010157547443623905,0.019383254889434397,0.015106328847658723,0.006145378449947965,0.013951645777680845,0.014238395126744513,0.016211022921009115,0.018738500876126343,0.015099999690188654,0.014819892970450532,0.0016147427364193966,0.023754206233927627,0.013741088710258764,0.004815917428300254,0.016844101189805723,0.017390528950737488,0.01351952117796933,0.009401303652766469,0.016363978660493037,0.014569734816856828,0.0017076947925743276,0.012728572613229622,0.01420334989542991,0.005197224821914843,0.013543915216176414,0.014882447248574824,0.013334860759169542,0.016178162921142884,0.011549613984369485,0.01700541389170293,0.000956637643482542,0.015019199603593342,0.014216853396184633,0.005375689918066781,0.014879466693175341,0.019813435518908462
ZD-6474,0.03207623649045902,0.02075858648002333,0.01414382654155208,0.02215230338303267,0.001983276761046724,0.029597652817605513,0.019216195859153386,0.006129909018587482,0.029362323841737002,0.018411419823504478,0.016338151024451228,0.018059041584749257,0.017528924447523842,0.02051771274514869,0.0031379043060102375,0.023911277094871824,0.016736565794005943,0.0071410967898550256,0.01624587485397606,0.020570563967120377,0.017133306807363503,0.01244939619146665,0.016120997065341033,0.013483360207887244,0.0019870648257845386,0.016015696322669973,0.01210384389527848,0.005417200297604065,0.017530738235025135,0.01686940161841389,0.015094715587614316,0.010912205950600353,0.017432194341447906,0.014864963083118419,0.0015508428675323432,0.01433395962456797,0.014188831506959982,0.0063836906738409405,0.016737140287571096,0.016029925907260854,0.01305398410827622,0.015523990651560848,0.018118862596528278,0.013058846108501932,0.0016854685036787227,0.016201094580447724,0.01431114131763983,0.004252103318760881,0.017062252452670304,0.017097386355163956,0.02418485260157966,0.013777945710041936,0.013958046514101647,0.01463322969578357,0.0025588776233957775,0.011669632049021142,0.01971702014776657,0.01748143976797025,0.014693079072486551,0.015548462813863776,0.014590999590355752,0.01320052343519017,0.0099836291100482,0.012968961405727439,0.0009263329589692438,0.012038363651491479,0.011021060218040018,0.005957308449669402,0.014958765089840509,0.015108021179665407
Sorafenib,0.014128765718295938,0.02053105736452037,0.022559634632205176,0.01445832349522285,0.0017771426141144075,0.013329286432129652,0.01780419921027588,0.0045491742845736715,0.01920290021645655,0.019632443331177536,0.026064946341349815,0.020740530928031506,0.02408131238313448,0.02530495501726456,0.0036044377309197738,0.030621203250699204,0.019136272652647654,0.005411717208140002,0.02154874588173873,0.019444874229893345,0.015319091242227684,0.012340255143314487,0.014817483988852517,0.01739243116072387,0.0013377725895374125,0.017496974895930793,0.013269466117382455,0.005475852956038891,0.0171189830914633,0.020473190372457425,0.013008992636862993,0.012845849197177489,0.014067784922523894,0.01314842266390665,0.0013174034294930429,0.01616626805344046,0.013690664505908797,0.013333682951398761,0.015941065307754194,0.01286132325366173,0.017792908647664817,0.012529904944075224,0.022738189800481364,0.013488635622544778,0.0008456084160027468,0.013700273864642645,0.01375432294506863,0.003632404319600574,0.016230215425732,0.01592725604887151,0.017831838366458033,0.014596988536755052,0.013749348986145818,0.016461872045185906,0.0015105178749001075,0.013352634718034297,0.013395957616866922,0.006804636645555559,0.016493423842343168,0.012972717694233953,0.012938062591466229,0.019649722596058888,0.010505486383998387,0.02024486892937553,0.0008488346810598072,0.016277405860943044,0.018437869115068964,0.004964330437913621,0.012989558111644945,0.01997932352845968
LBW242,0.025907709066511304,0.01303924418063066,0.019532131547923954,0.014629274453438154,0.001361435269568924,0.017285948308648044,0.014555462669335422,0.008891621057088723,0.018353720231270753,0.01861623590219914,0.026816023305314036,0.010682520569021692,0.016418309401927723,0.019222352657122476,0.0030285648031811987,0.020836409528514892,0.013834804262670308,0.005803104137264455,0.014795746831078432,0.015591366197188442,0.02429213647994636,0.014305593676664253,0.014762534385070336,0.01605877098466968,0.001891909002757737,0.01935438193282559,0.011375892734179455,0.0059762432830424966,0.017898194119526374,0.016084014623808963,0.019737330156956764,0.012826980890449535,0.019925762978483183,0.012857801743325983,0.0014065499464403334,0.013331153734042861,0.013591575591518986,0.004784155368897174,0.014739150106024718,0.015559115502300127,0.022910799638943775,0.012925394554132672,0.017383264559251745,0.024415473951288135,0.003978679052414754,0.013789286209306917,0.015595459903997699,0.004439120795984141,0.014945975793634403,0.018133534559550142,0.0197002813526005,0.013474053761060386,0.023074247242768457,0.013615449150526182,0.0017632671622004547,0.013459660502895756,0.013274001323190463,0.005970904214673599,0.02039393253606569,0.014556843023815966,0.020100820992053056,0.016912823983201576,0.014662250119303938,0.016388993223608202,0.0012208908317449178,0.015065856518077514,0.013312401342834682,0.005704696763039983,0.020824587870421005,0.018045817446583658
PD-0332991,0.017914117579115173,0.020627236361351213,0.012033288812752813,0.015778615367468506,0.0013146361849413301,0.013625082249370892,0.022423047613588355,0.005618729771669387,0.022289854675136576,0.02089464759192854,0.015665516698737912,0.0153244021957374,0.012808677340698613,0.011375130620094733,0.0008437563621602027,0.01348200049906223,0.02293834790511251,0.009232491586520574,0.013600805663312305,0.01770550408205463,0.01427651909552861,0.011747690876708686,0.01244294791483724,0.019054347200542762,0.001625604744232598,0.026792937280054375,0.01198444249620734,0.008013627862775393,0.015026359158669188,0.016043110861773284,0.02056977295097658,0.018704969668483517,0.020442722100779666,0.025747994649200877,0.0026992390995580003,0.033869869471332616,0.0198727921517196,0.0052838476194311985,0.020718666168656703,0.01531868580197423,0.014170092420978548,0.012460849759334626,0.01766068717580093,0.012440081842329748,0.0015479303618534846,0.014041248043508505,0.012726963170008824,0.0037410034596629437,0.015204184276249377,0.014312402798978616,0.01755273510703494,0.011662793265544289,0.012727302319513903,0.01644737519643459,0.00171241774806304,0.01256378494040622,0.014613774796688855,0.005484349280543617,0.013246219419571511,0.013767990639182315,0.014911093559844222,0.024242784602224916,0.011620264131097548,0.030443958174764314,0.0029231735156887055,0.018752265283856907,0.01386788662399355,0.005395209606659131,0.010799525773263745,0.023227616372661707
PLX4720,0.015278964944791418,0.013128512818549676,0.01397016864793665,0.01680678247469309,0.0010506359744846326,0.02057572703403856,0.015295153889922999,0.0059901517763632384,0.0202812266143727,0.01705292541943384,0.01723992152592454,0.013576201547576766,0.018020190175568232,0.018250786368083242,0.0012349697278997498,0.018880299633137688,0.015630580843418534,0.00561629918201909,0.019145713805302444,0.020693628023631835,0.018277031196812267,0.016956349259908087,0.014411560706957,0.01208607858026255,0.0011504886733540054,0.019030473641795626,0.014835050086969679,0.006483221280538527,0.017713928713272275,0.016925677448216363,0.013081803447659907,0.01287152716712967,0.01862153972397759,0.01698749408135845,0.0022445597417182607,0.02482715664958159,0.014093258805879433,0.008226505037850537,0.019325797345253998,0.016991486780461085,0.017183767568061357,0.016257767526189678,0.018093037924147737,0.015108149439516516,0.0013397545230367548,0.014471385014691232,0.015058654449545109,0.004077975179260276,0.022254827235708468,0.02967532983088423,0.01824907232553463,0.020271759250057135,0.015722635342237827,0.015434332818274821,0.001948151747793023,0.014871644525695282,0.019693591858690136,0.00611512144909782,0.02340957322957364,0.021138990980703872,0.012860669209708095,0.013977784067664806,0.012258558430717579,0.01691714434035376,0.0010341266121709491,0.014773815895395998,0.012449889417371445,0.00442695583251901,0.014037378159832966,0.014028327019460052
RAF265,0.018649019654106563,0.016736076248024,0.017114249718262215,0.02195765610939572,0.001864564318140741,0.019403347710115097,0.02177690192124007,0.005523203868475824,0.014574408242749849,0.020409966178076715,0.023619296646431753,0.014962357928637227,0.03339180295310675,0.03677665999719757,0.005492810623277754,0.03382077282654342,0.021149419287543273,0.00706408145239603,0.020284348844223477,0.014248694887002361,0.016997791039036307,0.011829515379300933,0.012619524171201288,0.013397650009009485,0.0013800205847482837,0.01370697444118783,0.010911863982547681,0.0061933763001185815,0.023334351374955754,0.019312016054177976,0.014504428718979428,0.012637354722792307,0.021512761713023375,0.02263417923992483,0.003156259656844214,0.028501948252347836,0.014302873682579025,0.008945864590725128,0.015524478028024157,0.013410052209814977,0.01543617637261636,0.014001900673418038,0.012760680071098188,0.011831528850906202,0.001386161184490853,0.01123673987204413,0.011207822289692259,0.003828461338597612,0.015109240284266958,0.015366024466720366,0.01491644523720789,0.00973443731429293,0.017767525856586645,0.012350307346762507,0.0012879944876586428,0.008989270001131384,0.010670744581209778,0.004780820333570126,0.01332962677797872,0.01237365269491911,0.013497035823641184,0.01619433197104627,0.011420833989260814,0.019778565152539326,0.0011396029876438317,0.015740357789905506,0.013847100085937985,0.004194270785877446,0.017380974573910184,0.014808443238782892
TAE684,0.02268636889953232,0.029409477847438654,0.012338734384375532,0.01639438709804928,0.0014745427149432946,0.02285324085310704,0.030783957942200013,0.00659107476538628,0.04243684740307931,0.01858124044880759,0.015301516971644571,0.013301914614099016,0.015744905874455994,0.018102671633755757,0.0019030950955705923,0.02259613370959814,0.018692914889318624,0.00539974924531746,0.01494640207447595,0.015631468162896397,0.01098959181023859,0.010112318377286454,0.010898273335056576,0.010625097778958204,0.0013285083352091401,0.010957977855092286,0.010649327827080887,0.005308576580704608,0.013308877965900268,0.01374068998400739,0.011356702007237807,0.010265730846828188,0.015516254426864048,0.01330154538842659,0.0020112407947032243,0.01434328356536694,0.009793998161385688,0.005377735647623205,0.013522229704786231,0.012875446299013698,0.013907607895318943,0.011438969725073144,0.012467142030642718,0.013819319052908407,0.0018032409919045416,0.010796796619232123,0.011936927913390814,0.004582389338839388,0.012863336707707774,0.014868875990976351,0.02083602983267838,0.0218656314810926,0.01743941700383208,0.010880410719546997,0.0008758986820042419,0.010746667190232822,0.020977285367638803,0.007037975571251952,0.02371334618523227,0.01746067464098272,0.019845920941254994,0.023621604885109927,0.013163263924092453,0.03353125921685613,0.004467835957791712,0.021393748973118017,0.02042607856226581,0.0055594113693189775,0.017704892757084457,0.028513989152798597
TKI258,0.01797176397334882,0.01539769152320343,0.013390164985343811,0.021752123777253673,0.002789678579786617,0.030124473976031567,0.016780753114373357,0.00381671188155564,0.015043537461304754,0.015361982833675689,0.02140878297469987,0.014943019900403462,0.026123611790428842,0.028853671417153986,0.002200461014467808,0.030141895199454694,0.02219800417850996,0.010590249715118336,0.01774778364161583,0.02267098880085446,0.0136368721222053,0.009269082641707376,0.014109386759321973,0.01480081596143612,0.0011543108926422266,0.016204920511931842,0.012107034486304173,0.0049825683309923565,0.015736403124911716,0.01506736113614352,0.01979007069830457,0.014538230411412964,0.02231703439629138,0.013888125890597203,0.0016500080383811439,0.016931384664896455,0.014806197754406327,0.003983510776217054,0.016159590783226742,0.016359410695729857,0.024285146844065873,0.019719424791367075,0.01325168970125667,0.015185333527493494,0.0017759765585467855,0.020774800836455574,0.01572656425562266,0.005178668900991451,0.015155172605110432,0.015421108203807774,0.013294762149470573,0.014168856109544112,0.014757219237917795,0.01937498595804342,0.0015651465304520444,0.017483766399128804,0.015375084448750168,0.004650475512957624,0.021841065607238454,0.01394678025329724,0.012703829580128015,0.016188115068389665,0.0111251192929883,0.01335853051175811,0.0007939775635953151,0.013092530434374227,0.01163380286099776,0.004337304613389521,0.012929883855199617,0.014105206972016579
Erlotinib,0.03675894617176488,0.021760681849697025,0.02398220070163709,0.0276838375833946,0.002623030134318984,0.04895672105587257,0.025283005729493446,0.014176868826487776,0.024015600933358375,0.022548361800927823,0.041034141858089415,0.02610728295319718,0.0326497732018622,0.03072612635234422,0.004896188871635473,0.04239184980151532,0.0351148911980126,0.03578695788632041,0.02596167052432056,0.01222545241430647,0.012130705845730127,0.009944630894722183,0.011931137607778239,0.009377584490772268,0.001527676283102363,0.01290000529940139,0.010641571207079554,0.0051266158941217655,0.011129579512120347,0.009735069973667621,0.010449698893623327,0.008710922842642197,0.01444261241602593,0.00866539765935729,0.001327548202183465,0.009032790108882197,0.009971294592459778,0.004572975749072654,0.010591545269268449,0.014034463768786282,0.0150001537498527,0.011823839380672737,0.011983488568114545,0.013653296053389493,0.0009662505719424263,0.011479082470909627,0.010118705841048067,0.0028631519472745513,0.013548435615643872,0.009767758984573587,0.015900277530406518,0.009190962130468298,0.007362843725950849,0.006490901060874445,0.0005907075969297575,0.006146421126455098,0.010648930017316876,0.004369166989196994,0.012243465498859827,0.008451883922906026,0.011203956785802872,0.01197869809114478,0.008209523342954873,0.010247165686588412,0.0014957218261320857,0.009466454639360555,0.012458579275113447,0.004821144201455661,0.008111793013743157,0.018479823995563992
