,RFC_mean,SVM_mean,Logistic_mean,Ridge_mean,EN_mean,ET_mean,XGB_mean,Ada_mean
3-phosphoglycerate,0.015316731259593964,0.5707911001486103,0.41485587790754996,0.2896614914393039,0.27577584159482627,0.014820093239030704,0.012539183,0.013000000000000006
alpha-glycerophosphate,0.012676381594483747,0.9271665207100177,0.4478934469020553,0.5184142440056541,0.20576132375574438,0.012051299080522673,0.026859742,0.0021999999999999997
isocitrate,0.012605543161495345,0.21471084974058793,0.13640407404930538,0.17477228285732826,0.0192250242315848,0.011660337366951072,0.013140973,0.005400000000000001
cystathionine,0.015105421687390009,0.23824277387391835,0.2178250453900537,0.15721305143622644,0.10035810746094433,0.014668357093466413,0.009580975,0.010400000000000005
cytidine,0.012935560643637213,0.29253398308731193,0.17232092667408916,0.2601437982061647,0.023936886978915523,0.014944578890598907,0.015710996,0.0056000000000000025
dCMP,0.014310492378704102,1.0953301395262545,0.6941015238332138,0.6295345288318988,0.5304641177960413,0.014661034465914215,0.011783437,0.019000000000000013
DHAP/glyceraldehyde 3P,0.013676170742573468,1.4280095596361213,0.9130127854870074,0.8462176320775866,0.7905394518452776,0.013525348574727066,0.010968386,0.021000000000000008
hexoses (HILIC neg),0.009542550222313559,0.9689743880272477,0.581540251475185,0.7860532153717611,0.33886429080011454,0.012895828772521982,0.012383354,0.0021999999999999997
guanosine,0.04070563067851793,1.6832527816110696,1.4203163067684477,0.9972580996264492,1.6475340959948774,0.03188135421604646,0.025715187,0.05599999999999998
hippurate,0.011198474082673007,0.243219826121306,0.15465016623464417,0.15549623060916723,0.03535204264712524,0.013002150709242622,0.01520993,0.0018
hypoxanthine,0.016508277774333904,0.9893861575267796,0.831255769620288,0.5363737505455766,0.9383518493668381,0.015693718556486932,0.014488042,0.02880000000000002
inosine,0.026551540661853633,1.0788425998152353,1.0455045441635273,0.6176362564286574,0.9768280255277898,0.024975634036230376,0.020501966,0.03900000000000003
NADP,0.01103208712833312,0.6973243161221115,0.42668605103162904,0.338659233074725,0.20178645285697894,0.012853968197526813,0.013986531,0.010800000000000006
oxalate,0.013401056147181655,0.4325997293334051,0.27856567255424397,0.26664646455830704,0.17509600225130284,0.013967804323632406,0.016169341,0.011400000000000006
pantothenate,0.019589978240119824,0.4302687311672838,0.4263960843080591,0.380104154441129,0.18178500781807455,0.01581163594738855,0.0103598125,0.024800000000000016
PEP,0.014332185340686913,0.9386301282172724,0.5847776369677036,0.5123562472223067,0.47479740108840973,0.014540554795727165,0.011994593,0.013600000000000008
UMP,0.012371800926645195,0.30281611271804576,0.16544636589831643,0.1888773026515916,0.047530065722971936,0.012405828703478202,0.007916647,0.023200000000000016
uracil,0.012045271960992586,0.30721921985750855,0.3582086035710944,0.28710192698596904,0.12318428643084321,0.012068844803520013,0.013964094,0.008200000000000004
urate,0.012641081399765474,1.1082851924755948,0.7922911671191676,0.7786661329716462,0.579923447849295,0.012674633080079772,0.010294407,0.013200000000000007
uridine,0.021804772522748695,0.6247867565247219,0.2790660369147767,0.2743070589951612,0.11312174635967458,0.01917187669380896,0.015047596,0.05479999999999999
taurodeoxycholate/taurochenodeoxycholate,0.013366060916610743,0.5399533927556509,0.4024269119337013,0.29596144714795564,0.2521930857226734,0.014475272197489269,0.01324008,0.008800000000000004
phosphocreatine,0.01157967274088985,0.23925338749890185,0.20091059889590387,0.1419062307424029,0.06588249224908078,0.013859245819725495,0.010165411,0.01620000000000001
alpha-hydroxybutyrate,0.012871573760032652,0.4090545616903781,0.22449402633694096,0.1759333607141323,0.06422941065891967,0.013492769540468042,0.011150003,0.004200000000000001
inositol,0.020227933306070412,1.2402788101306639,0.926650116841231,0.6530553720122847,0.9373013596734273,0.016711015034160847,0.009426378,0.023600000000000013
malondialdehyde,0.010705229062269917,0.2647253811369149,0.16223381289804528,0.18226336812477506,0.021077117945907043,0.012425771860476864,0.016230794,0.008800000000000004
serine,0.016428307816713558,0.4420914648214198,0.41415947350058957,0.5119012891853846,0.25362483683376097,0.015634982005956945,0.018120656,0.020000000000000014
asparagine,0.011142517802008827,0.9635500444683636,0.5291816487434633,0.6915848277279273,0.20333631540786368,0.012180013020295423,0.014358419,0.016400000000000012
glutamine,0.021488848063438204,0.3388012478920671,0.1595102208158147,0.15810746863408792,0.03910956964142312,0.016966060901981102,0.019809825,0.03640000000000003
leucine,0.016523139395370926,0.5862211435790572,0.5672820851577659,0.46701036636861637,0.46840963888345905,0.015427108758795025,0.02132354,0.014400000000000008
cis/trans-hydroxyproline,0.012559075591740597,0.6104471141392971,0.5055718469204712,0.3581790412575274,0.4366932273115922,0.016040201270917608,0.01168406,0.0038000000000000013
5-HIAA,0.0123877452949213,0.5682587727781486,0.353122596660374,0.44073321502477847,0.09197534938095804,0.014046373344329238,0.00799487,0.025800000000000017
serotonin,0.011841260525492083,0.29449937063999854,0.18877169760062398,0.16386075063498173,0.03392591215541858,0.012018747466006825,0.014042694,0.005600000000000001
GABA,0.01988066398715412,0.36290224726702935,0.3354226365979976,0.12964959905616535,0.2546208775415516,0.017725872387937592,0.02264187,0.008000000000000002
homocysteine,0.01325462372158769,0.34684935209257317,0.27554702837108247,0.16360423038828775,0.09784494688886498,0.01294572143392365,0.0213011,0.008400000000000005
SDMA/ADMA,0.011079402871753938,0.22747172912731028,0.14802866443619533,0.1622249141167126,0.02129583122943934,0.012402919262841596,0.01382185,0.006400000000000001
N-carbamoyl-beta-alanine,0.012853497177930358,0.4155244464724596,0.30210738011061616,0.26795347485858984,0.13840424463767823,0.016876020323236103,0.011729809,0.015000000000000008
niacinamide,0.014929043933356258,0.4305969071681001,0.3771033447261727,0.3424711937041871,0.1733259691708967,0.012702258210559023,0.016040456,0.009200000000000003
alpha-glycerophosphocholine,0.012082658921509361,0.38127288358707573,0.254339369769238,0.18847488474051283,0.1145952272324184,0.013906179051101168,0.021800196,0.0021999999999999997
acetylcholine,0.011840211565459557,0.2681597123032134,0.27953610765541614,0.13180748340876933,0.2192722627250636,0.012934460505082181,0.021043045,0.009600000000000004
creatine,0.01566841585391701,0.5271794092925797,0.631583867080894,0.3836847407801307,0.5128940505554064,0.015488038131702363,0.014587699,0.011400000000000006
creatinine,0.010048074383174212,0.21702082999199632,0.11585642443183419,0.19673809979284196,0.009477845459082413,0.011482505334075433,0.00982792,0.006800000000000001
