,RFC_mean,SVM_mean,Logistic_mean,Ridge_mean,EN_mean,ET_mean,XGB_mean,Ada_mean
C19orf12_ENSG00000131943.13,0.0006573149630514492,0.00786645458398704,0.029842726100940326,0.008039388529069252,0.0008818262123985212,0.00013302492021833342,7.441234e-05,0.0008
CCNE1_ENSG00000105173.9,1.0661278967791404e-05,0.005508749134216537,0.019557292288172216,0.005802770561250934,6.553452092221803e-06,4.3975005728779306e-05,3.0411936e-06,0.0
TSHZ3_ENSG00000121297.6,0.00045233710712659316,0.008308635473442504,0.038964053103232754,0.008210941773388918,0.021561523257860378,0.001390355536880144,3.395645e-05,0.0004
DPY19L3_ENSG00000178904.14,5.832748090080028e-05,0.0028626664177672646,0.012779421145333859,0.0024252882098343784,9.909479425318825e-05,0.0001275077711771968,1.9057834e-05,0.0
ANKRD27_ENSG00000105186.10,2.5550783360501183e-05,0.007064325377486048,0.03170840753991859,0.007640184371413901,0.012805377760293245,0.00012471264771549628,0.0,0.0
CTD-2538C1.2_ENSG00000267475.1,0.00010088943067663947,0.006616145378480237,0.019362099525066206,0.0060881727571811435,0.0,6.60363008024099e-05,3.2644261e-06,0.0
NUDT19_ENSG00000213965.3,8.070644548609143e-05,0.002360853743259516,0.009992459418065544,0.0019401586008910387,9.413957373505663e-05,4.079824212447663e-05,1.197591e-07,0.0
RHPN2_ENSG00000131941.3,0.0002472998635868037,0.01421003976955181,0.058392155945325194,0.01427690216904974,0.038893278619877625,0.0002016275556265584,0.00029617266,0.0012000000000000001
LRP3_ENSG00000130881.9,2.135416723936174e-05,0.0047073719680114,0.019813940287143613,0.004283869784029082,0.0063928122305673555,6.594379173740509e-05,0.0,0.0
CEBPA_ENSG00000245848.2,1.0585686700821458e-05,0.005457581096728451,0.02148973992931152,0.004717293776384437,0.0003193146147185317,8.928587346206048e-05,0.0,0.0
CEBPA-AS1_ENSG00000267296.2,9.682743169675577e-06,0.006264980060899202,0.021497250423215576,0.005250582142793129,0.0008120070289474802,6.403491410635112e-05,2.7226914e-05,0.0
CEBPG_ENSG00000153879.4,5.1267633509328176e-05,0.004895420103650821,0.018219124264982352,0.0039580707084705714,0.0002714260801508552,9.613052950391423e-05,0.0,0.0
PEPD_ENSG00000124299.9,4.6571725115459056e-05,0.007281366617249349,0.029619200873798258,0.007035431436408689,0.0023368872429870378,7.563194833494128e-05,0.00016969914,0.0
CHST8_ENSG00000124302.8,9.150853594292247e-05,0.0031157639252527504,0.013890882909181598,0.0028918753910211863,0.0,0.00016103353314091153,9.648189e-06,0.0002
KCTD15_ENSG00000153885.10,9.415720315524828e-05,0.013057507380807864,0.051480088188802293,0.01262187661451822,0.025670214010094873,5.628997207152465e-05,0.0,0.0
KIAA0355_ENSG00000166398.8,5.1401980673133037e-05,0.002636259558783943,0.011289642276497513,0.002316230195614791,0.00012481949882185865,4.7393538296381263e-05,0.0,0.0
GPI_ENSG00000105220.10,3.7470250040752e-05,0.008941303572552094,0.03605209048133247,0.009259199367700827,0.010046597335863114,5.7330080796592454e-05,1.6398872e-05,0.0
PDCD2L_ENSG00000126249.3,3.80843489104591e-05,0.004409424887181979,0.01589158925514371,0.003941851565090295,0.0,2.8955243460105662e-05,0.0,0.0
UBA2_ENSG00000126261.8,4.146287105428883e-05,0.0025141082274675653,0.009484176876194688,0.002826304492089753,0.0,4.352609073220633e-05,0.0,0.0
WTIP_ENSG00000142279.8,4.703966222745171e-05,0.008050552069667701,0.023936923831387277,0.008535493122086823,0.00044591076161773366,0.0001832953537700213,0.0,0.0
