,RFC_mean,SVM_mean,Logistic_mean,Ridge_mean,EN_mean,ET_mean,XGB_mean,Ada_mean
ABI1_MUT,2.4826205965125783e-05,0.002025494689592509,0.0077614063582404766,0.0027485292393818277,0.0,2.6966539096123024e-05,0.0,0.0
CDH2_MUT,1.078583903261759e-05,0.0032547733230359898,0.0148450356032557,0.003534135635140936,0.0006351995538465183,2.7281330470971367e-05,0.0,0.0
HDAC6_MUT,0.00012337127403608034,0.006982088234854882,0.02966719490388689,0.006586122346168605,0.007150719233054028,0.00015491841889600928,0.0,0.0
CDH3_MUT,4.014972813552194e-05,0.002291264181397576,0.009868937338009165,0.0022558634656228865,4.1630149505855266e-05,1.3633105861995607e-05,0.0,0.0
PTPRU_MUT,0.00012053272613309575,0.0038950014688261384,0.01565588077272208,0.0030901753047255526,0.0004438026166990726,5.5506419454046265e-05,0.0,0.0
CDH11_MUT,9.755341339471496e-05,0.004829628449535019,0.020828468668119528,0.006312697380362885,0.0028332619429501616,3.6468539867166356e-05,0.0,0.0
RAD50_MUT,1.548963821488437e-05,0.004287196411603663,0.013103235445781751,0.004150059469098189,0.0005116500109945526,1.5014491963501208e-05,0.0,0.0
HIPK3_MUT,0.00011040353480154427,0.005095407145417613,0.018191770960282377,0.004429102940004244,0.00045887312622269896,7.379693365020635e-05,0.0,0.0
AKAP9_MUT,5.902928404338758e-05,0.004405264479540257,0.01811090875012965,0.004815404271697504,0.0036190341523843783,5.879623715203078e-05,4.0754778e-05,0.0
TRIM28_MUT,0.00012143293579653713,0.012482854146409483,0.049764121035233824,0.012259277962614617,0.014093150260926928,0.00014728209324981297,3.5423925e-06,0.0
ODZ1_MUT,0.00010368993487829555,0.003151149435405381,0.014339850954773692,0.0033571486434585216,0.005832531083123184,5.600549767735007e-05,0.0010574999,0.0016
TNK2_MUT,8.150238923885892e-05,0.011998093685941087,0.050075022751631816,0.013223461495748963,0.01641057439168002,8.228494103938498e-05,0.0004366069,0.0002
GPHN_MUT,1.95104442578159e-06,0.0012331558180222338,0.005988984208166844,0.0014053981588000232,0.0,1.721936877504866e-06,0.0,0.0
ABCC4_MUT,5.6986966965369205e-05,0.003835243326541861,0.016472774171531757,0.004229636724781449,0.0039586916420229915,5.070278521746974e-05,0.0,0.0
SPEG_MUT,5.671449087653162e-05,0.010694983165344323,0.036308910034625184,0.010288778102479357,0.003436288564622696,8.766629805445199e-05,7.5071957e-06,0.0
CDKN2A_MUT,5.992768199547907e-05,0.0035780426744652922,0.012384709708974989,0.00398137932023053,0.0005089031426498903,4.3157297934698234e-05,0.0,0.0
DLC1_MUT,3.5860209112867334e-05,0.008696368550087194,0.037584564518423534,0.009348875877328364,0.021336976311723536,8.765849145157692e-05,0.0008421455,0.0002
CDX2_MUT,0.0001247352922965189,0.0078175811410447,0.032253282884223626,0.006847984766911162,0.00869120912826094,7.086967137846719e-05,0.0,0.0
MERTK_MUT,3.8666263296750625e-05,0.002695863211792984,0.011033247033021547,0.0027232919282393557,0.00016024738943415517,4.315144511985371e-05,0.0,0.0
NCOA2_MUT,0.00015179596926474502,0.009154030754991861,0.03718979982409853,0.0092383898833181,0.007461459442537795,0.0001420587696940594,2.608339e-06,0.0
