,drug,tumor,tpn,tnn,fpn,fnn,sens,spec,prec,npv,f1,ba,mcc,dor
0,Lapatinib_ActArea,PROSTATE,1,0,1,0,1.0,0.0,0.5,0.0,0.6666666666666666,0.5,,
0,Lapatinib_ActArea,STOMACH,6,1,2,0,1.0,0.3333333333333333,0.75,0.3333333333333333,0.8571428571428571,0.6666666666666666,0.5,inf
0,Lapatinib_ActArea,URINARY,2,3,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,inf
0,Lapatinib_ActArea,NERVOUS,0,14,0,0,,1.0,,1.0,,,,
0,Lapatinib_ActArea,OVARY,6,1,0,1,0.8571428571428571,1.0,1.0,1.0,0.9230769230769231,0.9285714285714286,0.6546536707079772,inf
0,Lapatinib_ActArea,HAEMATOPOIETIC,16,0,8,4,0.8,0.0,0.6666666666666666,0.0,0.7272727272727273,0.4,-0.2581988897471611,0.0
0,Lapatinib_ActArea,KIDNEY,1,0,0,1,0.5,,1.0,,0.6666666666666666,0.25,,
0,Lapatinib_ActArea,SKIN,0,14,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,Lapatinib_ActArea,SOFT_TISSUE,0,4,0,0,,1.0,,1.0,,,,
0,Lapatinib_ActArea,SALIVARY,1,0,0,0,1.0,,1.0,,1.0,0.5,,
0,Lapatinib_ActArea,LUNG,16,19,7,7,0.6956521739130435,0.7307692307692307,0.6956521739130435,0.7307692307692307,0.6956521739130435,0.7132107023411371,0.42642140468227424,0.009177635551261923
0,Lapatinib_ActArea,BONE,0,4,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,Lapatinib_ActArea,PLEURA,0,1,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,Lapatinib_ActArea,ENDOMETRIUM,3,1,0,1,0.75,1.0,1.0,1.0,0.8571428571428571,0.875,0.6123724356957946,inf
0,Lapatinib_ActArea,BREAST,9,2,3,0,1.0,0.4,0.75,0.4,0.8571428571428571,0.7,0.5477225575051662,inf
0,Lapatinib_ActArea,PANCREAS,5,2,5,0,1.0,0.2857142857142857,0.5,0.2857142857142857,0.6666666666666666,0.6428571428571428,0.37796447300922725,inf
0,Lapatinib_ActArea,AERODIGESTIVE,3,0,0,0,1.0,,1.0,,1.0,0.5,,
0,Lapatinib_ActArea,LARGE_INTESTINE,9,2,2,0,1.0,0.5,0.8181818181818182,0.5,0.9,0.75,0.6396021490668313,inf
0,Lapatinib_ActArea,GANGLIA,0,3,0,0,,1.0,,1.0,,,,
0,Lapatinib_ActArea,OESOPHAGUS,10,0,1,0,1.0,0.0,0.9090909090909091,0.0,0.9523809523809523,0.5,,
0,Lapatinib_ActArea,LIVER,0,5,2,4,0.0,0.7142857142857143,0.0,0.7142857142857143,0.0,0.35714285714285715,-0.3563483225498992,0.0
0,Panobinostat_ActArea,PROSTATE,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0,Panobinostat_ActArea,STOMACH,4,0,0,1,0.8,,1.0,,0.8888888888888888,0.4,,
0,Panobinostat_ActArea,URINARY,0,2,1,2,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.4082482904638631,0.0
0,Panobinostat_ActArea,NERVOUS,0,15,0,0,,1.0,,1.0,,,,
