,drug,tumor,tpn,tnn,fpn,fnn,sens,spec,prec,npv,f1,ba,mcc,dor
0,Panobinostat_ActArea,OVARY,1,5,2,6,0.14285714285714285,0.7142857142857143,0.3333333333333333,0.7142857142857143,0.2,0.4285714285714286,-0.17407765595569785,0.008503401360544217
0,Panobinostat_ActArea,HAEMATOPOIETIC,33,0,2,0,1.0,0.0,0.9428571428571428,0.0,0.9705882352941176,0.5,,
0,Panobinostat_ActArea,KIDNEY,0,3,0,0,,1.0,,1.0,,,,
0,Panobinostat_ActArea,THYROID,0,0,0,1,0.0,,,,0.0,0.0,,
0,Panobinostat_ActArea,SKIN,4,2,2,3,0.5714285714285714,0.5,0.6666666666666666,0.5,0.6153846153846154,0.5357142857142857,0.06900655593423542,0.08333333333333333
0,Panobinostat_ActArea,SOFT_TISSUE,3,1,1,1,0.75,0.5,0.75,0.5,0.75,0.625,0.25,0.75
0,Panobinostat_ActArea,LUNG,8,23,2,4,0.6666666666666666,0.92,0.8,0.92,0.7272727272727273,0.7933333333333333,0.6184009646551497,0.036800000000000006
0,Panobinostat_ActArea,BONE,4,0,1,2,0.6666666666666666,0.0,0.8,0.0,0.7272727272727273,0.3333333333333333,-0.2581988897471611,0.0
0,Panobinostat_ActArea,PLEURA,0,2,0,0,,1.0,,1.0,,,,
0,Panobinostat_ActArea,ENDOMETRIUM,1,1,3,2,0.3333333333333333,0.25,0.25,0.25,0.2857142857142857,0.29166666666666663,-0.4166666666666667,0.010416666666666666
0,Panobinostat_ActArea,BREAST,4,4,2,3,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6153846153846154,0.6190476190476191,0.23809523809523808,0.07407407407407407
0,Panobinostat_ActArea,PANCREAS,0,12,0,3,0.0,1.0,,1.0,0.0,0.5,,
0,Panobinostat_ActArea,AERODIGESTIVE,0,2,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,Panobinostat_ActArea,LARGE_INTESTINE,7,0,3,1,0.875,0.0,0.7,0.0,0.7777777777777778,0.4375,-0.19364916731037085,0.0
0,Panobinostat_ActArea,GANGLIA,5,0,0,1,0.8333333333333334,,1.0,,0.9090909090909091,0.4166666666666667,,
0,Panobinostat_ActArea,OESOPHAGUS,0,8,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,Panobinostat_ActArea,LIVER,0,6,1,0,,0.8571428571428571,0.0,0.8571428571428571,0.0,,,
0,Paclitaxel_ActArea,PROSTATE,1,0,1,0,1.0,0.0,0.5,0.0,0.6666666666666666,0.5,,
0,Paclitaxel_ActArea,STOMACH,2,4,0,3,0.4,1.0,1.0,1.0,0.5714285714285714,0.7,0.47809144373375745,inf
0,Paclitaxel_ActArea,URINARY,2,3,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,inf
0,Paclitaxel_ActArea,NERVOUS,0,2,2,2,0.0,0.5,0.0,0.5,0.0,0.25,-0.5,0.0
0,Paclitaxel_ActArea,OVARY,3,8,0,1,0.75,1.0,1.0,1.0,0.8571428571428571,0.875,0.816496580927726,inf
0,Paclitaxel_ActArea,HAEMATOPOIETIC,30,0,6,0,1.0,0.0,0.8333333333333334,0.0,0.9090909090909091,0.5,,
0,Paclitaxel_ActArea,KIDNEY,0,3,0,0,,1.0,,1.0,,,,
0,Paclitaxel_ActArea,THYROID,1,0,0,1,0.5,,1.0,,0.6666666666666666,0.25,,
0,Paclitaxel_ActArea,SKIN,5,8,2,1,0.8333333333333334,0.8,0.7142857142857143,0.8,0.7692307692307693,0.8166666666666667,0.6180700462007377,0.20000000000000004
0,Paclitaxel_ActArea,SOFT_TISSUE,5,0,0,0,1.0,,1.0,,1.0,0.5,,
0,Paclitaxel_ActArea,LUNG,13,20,6,6,0.6842105263157895,0.7692307692307693,0.6842105263157895,0.7692307692307693,0.6842105263157895,0.7267206477732794,0.4534412955465587,0.010683760683760687
0,Paclitaxel_ActArea,BONE,5,0,0,0,1.0,,1.0,,1.0,0.5,,
0,Paclitaxel_ActArea,PLEURA,0,3,0,0,,1.0,,1.0,,,,
0,Paclitaxel_ActArea,ENDOMETRIUM,2,2,1,2,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.5833333333333333,0.16666666666666666,0.2222222222222222
0,Paclitaxel_ActArea,BREAST,1,9,0,4,0.2,1.0,1.0,1.0,0.3333333333333333,0.6,0.3721042037676254,inf
0,Paclitaxel_ActArea,PANCREAS,1,7,1,1,0.5,0.875,0.5,0.875,0.5,0.6875,0.375,0.109375
0,Paclitaxel_ActArea,AERODIGESTIVE,1,0,0,0,1.0,,1.0,,1.0,0.5,,
0,Paclitaxel_ActArea,LARGE_INTESTINE,6,4,4,0,1.0,0.5,0.6,0.5,0.75,0.75,0.5477225575051661,inf
0,Paclitaxel_ActArea,GANGLIA,2,0,1,0,1.0,0.0,0.6666666666666666,0.0,0.8,0.5,,
0,Paclitaxel_ActArea,OESOPHAGUS,6,1,3,0,1.0,0.25,0.6666666666666666,0.25,0.8,0.625,0.408248290463863,inf
0,Paclitaxel_ActArea,LIVER,1,4,2,1,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.4,0.5833333333333333,0.14907119849998599,0.05555555555555555
0,Paclitaxel_ActArea,BILIARY,0,1,0,0,,1.0,,1.0,,,,
0,Irinotecan_ActArea,PROSTATE,0,1,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,Irinotecan_ActArea,STOMACH,0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0,Irinotecan_ActArea,URINARY,1,4,0,1,0.5,1.0,1.0,1.0,0.6666666666666666,0.75,0.6324555320336759,inf
0,Irinotecan_ActArea,NERVOUS,1,7,2,1,0.5,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.4,0.6388888888888888,0.24056261216234406,0.04320987654320988
0,Irinotecan_ActArea,OVARY,3,3,0,1,0.75,1.0,1.0,1.0,0.8571428571428571,0.875,0.75,inf
0,Irinotecan_ActArea,HAEMATOPOIETIC,23,0,1,0,1.0,0.0,0.9583333333333334,0.0,0.9787234042553191,0.5,,
0,Irinotecan_ActArea,KIDNEY,0,3,0,0,,1.0,,1.0,,,,
0,Irinotecan_ActArea,THYROID,1,0,0,1,0.5,,1.0,,0.6666666666666666,0.25,,
0,Irinotecan_ActArea,SKIN,1,5,1,3,0.25,0.8333333333333334,0.5,0.8333333333333334,0.3333333333333333,0.5416666666666667,0.10206207261596577,0.0462962962962963
0,Irinotecan_ActArea,SOFT_TISSUE,1,0,1,0,1.0,0.0,0.5,0.0,0.6666666666666666,0.5,,
0,Irinotecan_ActArea,LUNG,6,5,2,2,0.75,0.7142857142857143,0.75,0.7142857142857143,0.75,0.7321428571428572,0.4642857142857143,0.15306122448979592
0,Irinotecan_ActArea,BONE,3,0,0,0,1.0,,1.0,,1.0,0.5,,
0,Irinotecan_ActArea,PLEURA,0,0,0,1,0.0,,,,0.0,0.0,,
0,Irinotecan_ActArea,ENDOMETRIUM,0,4,1,0,,0.8,0.0,0.8,0.0,,,
0,Irinotecan_ActArea,BREAST,0,6,1,3,0.0,0.8571428571428571,0.0,0.8571428571428571,0.0,0.42857142857142855,-0.21821789023599236,0.0
0,Irinotecan_ActArea,PANCREAS,1,8,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,inf
0,Irinotecan_ActArea,AERODIGESTIVE,0,0,0,1,0.0,,,,0.0,0.0,,
0,Irinotecan_ActArea,LARGE_INTESTINE,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,inf
0,Irinotecan_ActArea,GANGLIA,1,0,0,0,1.0,,1.0,,1.0,0.5,,
0,Irinotecan_ActArea,OESOPHAGUS,0,1,1,1,0.0,0.5,0.0,0.5,0.0,0.25,-0.5,0.0
0,Irinotecan_ActArea,LIVER,0,3,2,1,0.0,0.6,0.0,0.6,0.0,0.3,-0.31622776601683794,0.0
0,Irinotecan_ActArea,BILIARY,0,0,1,0,,0.0,0.0,0.0,0.0,,,
0,PD-0325901_ActArea,PROSTATE,0,0,1,0,,0.0,0.0,0.0,0.0,,,
0,PD-0325901_ActArea,STOMACH,4,1,1,1,0.8,0.5,0.8,0.5,0.8,0.65,0.3,1.0
0,PD-0325901_ActArea,URINARY,3,2,1,0,1.0,0.6666666666666666,0.75,0.6666666666666666,0.8571428571428571,0.8333333333333333,0.7071067811865476,inf
0,PD-0325901_ActArea,NERVOUS,1,13,0,2,0.3333333333333333,1.0,1.0,1.0,0.5,0.6666666666666666,0.53748384988657,inf
0,PD-0325901_ActArea,OVARY,2,7,0,2,0.5,1.0,1.0,1.0,0.6666666666666666,0.75,0.6236095644623235,inf
0,PD-0325901_ActArea,HAEMATOPOIETIC,14,13,0,2,0.875,1.0,1.0,1.0,0.9333333333333333,0.9375,0.8708233651742088,inf
0,PD-0325901_ActArea,THYROID,2,0,0,0,1.0,,1.0,,1.0,0.5,,
0,PD-0325901_ActArea,SKIN,15,0,2,0,1.0,0.0,0.8823529411764706,0.0,0.9375,0.5,,
0,PD-0325901_ActArea,SOFT_TISSUE,1,2,0,1,0.5,1.0,1.0,1.0,0.6666666666666666,0.75,0.5773502691896258,inf
0,PD-0325901_ActArea,LUNG,16,22,3,1,0.9411764705882353,0.88,0.8421052631578947,0.88,0.8888888888888888,0.9105882352941177,0.809823254207727,0.1877333333333333
0,PD-0325901_ActArea,BONE,0,5,0,0,,1.0,,1.0,,,,
0,PD-0325901_ActArea,PLEURA,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,inf
0,PD-0325901_ActArea,ENDOMETRIUM,0,4,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,PD-0325901_ActArea,BREAST,0,14,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,PD-0325901_ActArea,PANCREAS,15,0,1,1,0.9375,0.0,0.9375,0.0,0.9375,0.46875,-0.0625,0.0
0,PD-0325901_ActArea,AERODIGESTIVE,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0,PD-0325901_ActArea,LARGE_INTESTINE,13,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,inf
0,PD-0325901_ActArea,GANGLIA,2,1,0,1,0.6666666666666666,1.0,1.0,1.0,0.8,0.8333333333333333,0.5773502691896258,inf
0,PD-0325901_ActArea,OESOPHAGUS,1,3,2,1,0.5,0.6,0.3333333333333333,0.6,0.4,0.55,0.09128709291752768,0.06
0,PD-0325901_ActArea,LIVER,0,5,1,1,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.4166666666666667,-0.16666666666666666,0.0
0,AZD6244_ActArea,PROSTATE,0,0,1,0,,0.0,0.0,0.0,0.0,,,
0,AZD6244_ActArea,STOMACH,5,2,1,1,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.75,0.5,1.1111111111111112
0,AZD6244_ActArea,URINARY,3,1,1,0,1.0,0.5,0.75,0.5,0.8571428571428571,0.75,0.6123724356957946,inf
0,AZD6244_ActArea,NERVOUS,0,11,0,2,0.0,1.0,,1.0,0.0,0.5,,
0,AZD6244_ActArea,OVARY,1,7,0,3,0.25,1.0,1.0,1.0,0.4,0.625,0.4183300132670378,inf
0,AZD6244_ActArea,HAEMATOPOIETIC,13,7,4,3,0.8125,0.6363636363636364,0.7647058823529411,0.6363636363636364,0.7878787878787878,0.7244318181818181,0.4567160739370943,0.06267217630853994
0,AZD6244_ActArea,THYROID,1,0,0,1,0.5,,1.0,,0.6666666666666666,0.25,,
0,AZD6244_ActArea,SKIN,16,0,1,0,1.0,0.0,0.9411764705882353,0.0,0.9696969696969697,0.5,,
0,AZD6244_ActArea,SOFT_TISSUE,0,1,1,3,0.0,0.5,0.0,0.5,0.0,0.25,-0.6123724356957946,0.0
0,AZD6244_ActArea,LUNG,13,24,6,4,0.7647058823529411,0.8,0.6842105263157895,0.8,0.7222222222222222,0.7823529411764706,0.5529063574157609,0.014444444444444446
0,AZD6244_ActArea,BONE,0,4,0,0,,1.0,,1.0,,,,
0,AZD6244_ActArea,PLEURA,0,1,0,0,,1.0,,1.0,,,,
0,AZD6244_ActArea,ENDOMETRIUM,0,5,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,AZD6244_ActArea,BREAST,1,11,1,0,1.0,0.9166666666666666,0.5,0.9166666666666666,0.6666666666666666,0.9583333333333333,0.67700320038633,inf
0,AZD6244_ActArea,PANCREAS,12,0,2,2,0.8571428571428571,0.0,0.8571428571428571,0.0,0.8571428571428571,0.42857142857142855,-0.14285714285714285,0.0
0,AZD6244_ActArea,AERODIGESTIVE,2,0,1,1,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.0
0,AZD6244_ActArea,LARGE_INTESTINE,14,0,1,0,1.0,0.0,0.9333333333333333,0.0,0.9655172413793104,0.5,,
0,AZD6244_ActArea,GANGLIA,1,1,1,3,0.25,0.5,0.5,0.5,0.3333333333333333,0.375,-0.25,0.08333333333333333
0,AZD6244_ActArea,OESOPHAGUS,1,6,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,inf
0,AZD6244_ActArea,LIVER,0,6,0,0,,1.0,,1.0,,,,
0,Nilotinib_ActArea,PROSTATE,0,1,0,0,,1.0,,1.0,,,,
0,Nilotinib_ActArea,STOMACH,6,0,1,0,1.0,0.0,0.8571428571428571,0.0,0.9230769230769231,0.5,,
0,Nilotinib_ActArea,URINARY,0,6,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,Nilotinib_ActArea,NERVOUS,0,8,1,2,0.0,0.8888888888888888,0.0,0.8888888888888888,0.0,0.4444444444444444,-0.14907119849998599,0.0
0,Nilotinib_ActArea,OVARY,1,7,1,2,0.3333333333333333,0.875,0.5,0.875,0.4,0.6041666666666666,0.24056261216234406,0.0546875
0,Nilotinib_ActArea,HAEMATOPOIETIC,29,0,4,0,1.0,0.0,0.8787878787878788,0.0,0.9354838709677419,0.5,,
0,Nilotinib_ActArea,KIDNEY,0,3,0,0,,1.0,,1.0,,,,
0,Nilotinib_ActArea,THYROID,0,0,0,2,0.0,,,,0.0,0.0,,
0,Nilotinib_ActArea,SKIN,0,3,2,3,0.0,0.6,0.0,0.6,0.0,0.3,-0.4472135954999579,0.0
0,Nilotinib_ActArea,SOFT_TISSUE,0,0,0,1,0.0,,,,0.0,0.0,,
0,Nilotinib_ActArea,SALIVARY,0,1,0,0,,1.0,,1.0,,,,
0,Nilotinib_ActArea,LUNG,5,16,6,8,0.38461538461538464,0.7272727272727273,0.45454545454545453,0.7272727272727273,0.4166666666666667,0.5559440559440559,0.11645683913097246,0.003443526170798898
0,Nilotinib_ActArea,BONE,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.25
0,Nilotinib_ActArea,PLEURA,0,2,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,Nilotinib_ActArea,ENDOMETRIUM,0,0,2,0,,0.0,0.0,0.0,0.0,,,
0,Nilotinib_ActArea,BREAST,1,2,4,5,0.16666666666666666,0.3333333333333333,0.2,0.3333333333333333,0.18181818181818182,0.25,-0.50709255283711,0.002777777777777777
0,Nilotinib_ActArea,PANCREAS,0,8,0,5,0.0,1.0,,1.0,0.0,0.5,,
0,Nilotinib_ActArea,AERODIGESTIVE,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0,Nilotinib_ActArea,LARGE_INTESTINE,7,0,2,0,1.0,0.0,0.7777777777777778,0.0,0.875,0.5,,
0,Nilotinib_ActArea,GANGLIA,2,0,0,0,1.0,,1.0,,1.0,0.5,,
0,Nilotinib_ActArea,OESOPHAGUS,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0,Nilotinib_ActArea,LIVER,0,4,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,AEW541_ActArea,PROSTATE,0,1,0,0,,1.0,,1.0,,,,
0,AEW541_ActArea,STOMACH,1,0,3,1,0.5,0.0,0.25,0.0,0.3333333333333333,0.25,-0.6123724356957946,0.0
0,AEW541_ActArea,URINARY,2,3,0,1,0.6666666666666666,1.0,1.0,1.0,0.8,0.8333333333333333,0.7071067811865476,inf
0,AEW541_ActArea,NERVOUS,1,9,3,3,0.25,0.75,0.25,0.75,0.25,0.5,0.0,0.006944444444444444
0,AEW541_ActArea,OVARY,1,9,2,2,0.3333333333333333,0.8181818181818182,0.3333333333333333,0.8181818181818182,0.3333333333333333,0.5757575757575758,0.15151515151515152,0.01859504132231405
0,AEW541_ActArea,HAEMATOPOIETIC,16,1,8,1,0.9411764705882353,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.7804878048780488,0.5261437908496732,0.09335200560186732,0.02469135802469136
0,AEW541_ActArea,KIDNEY,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,inf
0,AEW541_ActArea,THYROID,2,0,0,0,1.0,,1.0,,1.0,0.5,,
0,AEW541_ActArea,SKIN,3,4,2,3,0.5,0.6666666666666666,0.6,0.6666666666666666,0.5454545454545454,0.5833333333333333,0.1690308509457033,0.05555555555555555
0,AEW541_ActArea,SOFT_TISSUE,1,3,0,2,0.3333333333333333,1.0,1.0,1.0,0.5,0.6666666666666666,0.4472135954999579,inf
0,AEW541_ActArea,SALIVARY,0,1,0,0,,1.0,,1.0,,,,
0,AEW541_ActArea,LUNG,10,14,9,9,0.5263157894736842,0.6086956521739131,0.5263157894736842,0.6086956521739131,0.5263157894736842,0.5675057208237986,0.13501144164759726,0.00326728745128241
0,AEW541_ActArea,BONE,3,0,2,3,0.5,0.0,0.6,0.0,0.5454545454545454,0.25,-0.4472135954999579,0.0
0,AEW541_ActArea,PLEURA,1,0,1,0,1.0,0.0,0.5,0.0,0.6666666666666666,0.5,,
0,AEW541_ActArea,ENDOMETRIUM,0,5,0,2,0.0,1.0,,1.0,0.0,0.5,,
0,AEW541_ActArea,BREAST,1,5,4,2,0.3333333333333333,0.5555555555555556,0.2,0.5555555555555556,0.25,0.4444444444444444,-0.09759000729485331,0.007716049382716049
0,AEW541_ActArea,PANCREAS,6,2,3,3,0.6666666666666666,0.4,0.6666666666666666,0.4,0.6666666666666666,0.5333333333333333,0.06666666666666667,0.05333333333333333
0,AEW541_ActArea,AERODIGESTIVE,0,1,2,1,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.16666666666666666,-0.5773502691896258,0.0
0,AEW541_ActArea,LARGE_INTESTINE,7,0,1,2,0.7777777777777778,0.0,0.875,0.0,0.8235294117647058,0.3888888888888889,-0.16666666666666666,0.0
0,AEW541_ActArea,GANGLIA,4,0,0,1,0.8,,1.0,,0.8888888888888888,0.4,,
0,AEW541_ActArea,OESOPHAGUS,2,0,3,5,0.2857142857142857,0.0,0.4,0.0,0.3333333333333333,0.14285714285714285,-0.6546536707079772,0.0
0,AEW541_ActArea,LIVER,3,5,0,1,0.75,1.0,1.0,1.0,0.8571428571428571,0.875,0.7905694150420948,inf
0,AEW541_ActArea,BILIARY,0,1,0,0,,1.0,,1.0,,,,
0,17-AAG_ActArea,PROSTATE,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0,17-AAG_ActArea,STOMACH,5,3,1,1,0.8333333333333334,0.75,0.8333333333333334,0.75,0.8333333333333334,0.7916666666666667,0.5833333333333334,0.9375000000000001
0,17-AAG_ActArea,URINARY,2,0,1,1,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.0
0,17-AAG_ActArea,NERVOUS,3,6,3,2,0.6,0.6666666666666666,0.5,0.6666666666666666,0.5454545454545454,0.6333333333333333,0.25819888974716115,0.03703703703703703
0,17-AAG_ActArea,OVARY,2,9,1,2,0.5,0.9,0.6666666666666666,0.9,0.5714285714285714,0.7,0.4403855060505443,0.09
0,17-AAG_ActArea,HAEMATOPOIETIC,12,4,5,3,0.8,0.4444444444444444,0.7058823529411765,0.4444444444444444,0.75,0.6222222222222222,0.26035958758213296,0.039506172839506165
0,17-AAG_ActArea,KIDNEY,0,2,2,0,,0.5,0.0,0.5,0.0,,,
0,17-AAG_ActArea,THYROID,1,0,0,0,1.0,,1.0,,1.0,0.5,,
0,17-AAG_ActArea,SKIN,7,4,2,1,0.875,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.8235294117647058,0.7708333333333333,0.5594309277855158,0.3888888888888889
0,17-AAG_ActArea,SOFT_TISSUE,4,0,0,1,0.8,,1.0,,0.8888888888888888,0.4,,
0,17-AAG_ActArea,LUNG,14,17,9,6,0.7,0.6538461538461539,0.6086956521739131,0.6538461538461539,0.6511627906976745,0.676923076923077,0.3508232077228117,0.006519833442910366
0,17-AAG_ActArea,BONE,1,2,1,1,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.5833333333333333,0.16666666666666666,0.2222222222222222
0,17-AAG_ActArea,PLEURA,0,1,0,0,,1.0,,1.0,,,,
0,17-AAG_ActArea,ENDOMETRIUM,1,3,0,1,0.5,1.0,1.0,1.0,0.6666666666666666,0.75,0.6123724356957946,inf
0,17-AAG_ActArea,BREAST,0,6,2,6,0.0,0.75,0.0,0.75,0.0,0.375,-0.3535533905932738,0.0
0,17-AAG_ActArea,PANCREAS,5,2,3,2,0.7142857142857143,0.4,0.625,0.4,0.6666666666666666,0.5571428571428572,0.11952286093343936,0.06666666666666668
0,17-AAG_ActArea,AERODIGESTIVE,3,0,0,0,1.0,,1.0,,1.0,0.5,,
0,17-AAG_ActArea,LARGE_INTESTINE,6,0,4,4,0.6,0.0,0.6,0.0,0.6,0.3,-0.4,0.0
0,17-AAG_ActArea,GANGLIA,0,3,1,1,0.0,0.75,0.0,0.75,0.0,0.375,-0.25,0.0
0,17-AAG_ActArea,OESOPHAGUS,5,1,1,2,0.7142857142857143,0.5,0.8333333333333334,0.5,0.7692307692307693,0.6071428571428572,0.1889822365046136,0.625
0,17-AAG_ActArea,LIVER,0,6,2,2,0.0,0.75,0.0,0.75,0.0,0.375,-0.25,0.0
0,PHA-665752_ActArea,PROSTATE,0,1,0,0,,1.0,,1.0,,,,
0,PHA-665752_ActArea,STOMACH,3,1,2,2,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.4666666666666667,-0.06666666666666667,0.08333333333333331
0,PHA-665752_ActArea,URINARY,1,0,3,1,0.5,0.0,0.25,0.0,0.3333333333333333,0.25,-0.6123724356957946,0.0
0,PHA-665752_ActArea,NERVOUS,1,7,3,3,0.25,0.7,0.25,0.7,0.25,0.475,-0.05,0.0077777777777777776
0,PHA-665752_ActArea,OVARY,1,7,1,0,1.0,0.875,0.5,0.875,0.6666666666666666,0.9375,0.6614378277661476,inf
0,PHA-665752_ActArea,HAEMATOPOIETIC,27,1,5,1,0.9642857142857143,0.16666666666666666,0.84375,0.16666666666666666,0.9,0.5654761904761905,0.21216710619787638,0.15000000000000002
0,PHA-665752_ActArea,KIDNEY,0,2,1,0,,0.6666666666666666,0.0,0.6666666666666666,0.0,,,
0,PHA-665752_ActArea,THYROID,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0,PHA-665752_ActArea,SKIN,1,6,0,3,0.25,1.0,1.0,1.0,0.4,0.625,0.408248290463863,inf
0,PHA-665752_ActArea,SOFT_TISSUE,2,1,0,2,0.5,1.0,1.0,1.0,0.6666666666666666,0.75,0.4082482904638631,inf
0,PHA-665752_ActArea,LUNG,8,15,12,13,0.38095238095238093,0.5555555555555556,0.4,0.5555555555555556,0.3902439024390244,0.46825396825396826,-0.06388765649999399,0.0010551862403714255
0,PHA-665752_ActArea,BONE,0,4,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,PHA-665752_ActArea,PLEURA,0,2,0,0,,1.0,,1.0,,,,
0,PHA-665752_ActArea,ENDOMETRIUM,3,1,2,2,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.4666666666666667,-0.06666666666666667,0.08333333333333331
0,PHA-665752_ActArea,BREAST,0,5,3,3,0.0,0.625,0.0,0.625,0.0,0.3125,-0.375,0.0
0,PHA-665752_ActArea,PANCREAS,1,4,4,6,0.14285714285714285,0.5,0.2,0.5,0.16666666666666666,0.3214285714285714,-0.37796447300922725,0.0026041666666666665
0,PHA-665752_ActArea,AERODIGESTIVE,1,0,0,2,0.3333333333333333,,1.0,,0.5,0.16666666666666666,,
